dialogue_id,speaker,turn,act_1,act_2,act_3
83_00000,USER,I'd like to find films to watch.,INFORM_INTENT,,
83_00000,SYSTEM,Where are you located?,REQUEST,,
83_00000,USER,Could you look for films showing in Vacaville?,INFORM,,
83_00000,SYSTEM,"I discovered 3 films. What do you think of Dumbo, Hellboy, or Shazam!?",OFFER,INFORM_COUNT,
83_00000,USER,"Dumbo is lovely. I'd also like to look for a diner there. I am searching for one that is intermediate priced, and I'd love some Izakaya type of cuisine.",SELECT,,
83_00000,SYSTEM,Hisui | Japanese Restaurant is a lovely diner located in vacaville.,OFFER,,
83_00000,USER,Does it offer live songs?,REQUEST,,
83_00000,SYSTEM,They do not offer live songs.,INFORM,,
83_00000,USER,"Yeah, that's fine by me.",SELECT,,
83_00000,SYSTEM,Do you want to book a seat there?,OFFER_INTENT,,
83_00000,USER,Perhaps at a later time. When can I watch the film you discovered?,INFORM_INTENT,,
83_00000,SYSTEM,Would you like to see the film on March 8th?,REQUEST,,
83_00000,USER,"Yeah, that sounds perfect for me.",AFFIRM,,
83_00000,SYSTEM,There is one showing at 7 pm in Brenden Vacaville 16.,OFFER,,
83_00000,USER,That's prefect. Can you attempt to reserve a seat at the diner I enjoyed for one person? I'd like it at 5 in the evening.,SELECT,,
83_00000,SYSTEM,"Please verify the following information: reserve a seat for 1 at Hisui | Japanese Restaurant in Vacaville for 5 pm, March 8th.",CONFIRM,,
83_00000,USER,That's fine by me. Do they offer alcohol? Can you tell me their phone number?,REQUEST,,AFFIRM
83_00000,SYSTEM,"Your booking is completed, and they do not offer liquor. Their contact number is 707-448-4002.",INFORM,,NOTIFY_SUCCESS
83_00000,USER,Can you get me a taxi to get there? I'd like to get a regular ride to 1350 East Monte Vista Avenue.,INFORM,,INFORM_INTENT
83_00000,SYSTEM,Please verify the following information: you'd like a regular ride for 1 seat to 1350 East Monte Vista Avenue.,CONFIRM,,
83_00000,USER,Nope; I'd like a Luxury ride to 531 Davis Street.,INFORM,,NEGATE
83_00000,SYSTEM,Please verify the following information: you'd like a Luxury ride to 531 Davis Street.,CONFIRM,,
83_00000,USER,"Nope, I have a cohort of two.",INFORM,NEGATE,
83_00000,SYSTEM,Please verify the following information: you'd like a luxury ride for 2 seats.,CONFIRM,,
83_00000,USER,"Yeah, that's perfect for me.",AFFIRM,,
83_00000,SYSTEM,I reserved your ride and the tax is coming.,NOTIFY_SUCCESS,,
83_00000,USER,"How long do I have before the taxi arrives, and what is its price?",REQUEST,,
83_00000,SYSTEM,"The taxi should come in 8 minutes, and the price is $26.52.",INFORM,,
83_00000,USER,Thank you for your assistance.,THANK_YOU,,
83_00000,SYSTEM,Could I assist you with something else?,REQ_MORE,,
83_00000,USER,"Nope, thank you for your assistance.",NEGATE,THANK_YOU,
83_00000,SYSTEM,Have a pleasant afternoon.,GOODBYE,,
83_00001,USER,"Hi, can you help me find a fantasy movie to watch?",INFORM,INFORM_INTENT,
83_00001,SYSTEM,Sure! Where is your location?,REQUEST,,
83_00001,USER,I'm in SF.,INFORM,,
83_00001,SYSTEM,"Okay! Fantasy movies in your area are Dumbo, Hellboy, and Mad Max: Fury Road.",OFFER,,
83_00001,USER,"Hellboy would be fun! I'd like to find a restaurant to eat at, too. Something more costly and that serves alcohol. Seafood is a must.",SELECT,,
83_00001,SYSTEM,No problem! I found 10 restaurants you might like. I recommend Akiko's Sushi Bar in San Francisco.,OFFER,,INFORM_COUNT
83_00001,USER,"Okay, that works.",SELECT,,
83_00001,SYSTEM,Would you like me to reserve a table for you?,OFFER_INTENT,,
83_00001,USER,Maybe later. What are some times I can see Hellboy?,INFORM_INTENT,,
83_00001,SYSTEM,Do you want to see the film on March 2nd?,REQUEST,,
83_00001,USER,"Yeah, that's fine. Can we also get an IMAX showing?",INFORM,AFFIRM,
83_00001,SYSTEM,Sure! There's a showing at 1:30 pm at Century San Francisco Centre 9 & XD.,OFFER,,
83_00001,USER,What's the address of the theater? How much is the ticket?,REQUEST,,
83_00001,SYSTEM,The address is 835 Market Street. The ticket is $22 per person.,INFORM,,
83_00001,USER,Okay. Could we book the restaurant now? I'd like it for one person at 4:45 pm.,SELECT,,
83_00001,SYSTEM,"Yes! Can you confirm the following details, please? You're reserving a table for 1 at Akiko's Sushi Bar in San Francisco at 4:45 pm on March 2nd.",CONFIRM,,
83_00001,USER,"Oh, it looks like I can get my girlfriend to come with me. She also would like it be at 11 in the morning. So can we make it for two people?",INFORM,,NEGATE
83_00001,SYSTEM,"Absolutely! Can you confirm the following details, please? Your table is for 2 at 11 am.",CONFIRM,,
83_00001,USER,Yes! Does the restaurant have live music?,REQUEST,AFFIRM,
83_00001,SYSTEM,"Your reservation is successful! Unfortunately, they do not have live music.",INFORM,NOTIFY_SUCCESS,
83_00001,USER,Thanks so much! Can we get a cab ride to the restaurant?,THANK_YOU,,
83_00001,SYSTEM,Yes! Do you have a preferred type of ride?,REQUEST,,
83_00001,USER,I'd like it to be a luxury ride.,INFORM,,
83_00001,SYSTEM,"Okay! Can you confirm the following details, please? You're booking a luxury cab ride for 2 to travel to 835 Market Street.",CONFIRM,,
83_00001,USER,Yes!,AFFIRM,,
83_00001,SYSTEM,Your cab is booked!,NOTIFY_SUCCESS,,
83_00001,USER,Thanks! That's all I need.,THANK_YOU,GOODBYE,
83_00001,SYSTEM,You're welcome! Have a wonderful day!,GOODBYE,,
83_00002,USER,I want to go watch a movie with a friend. What movies are playing?,INFORM_INTENT,,
83_00002,SYSTEM,Where do you want to look?,REQUEST,,
83_00002,USER,Look for something in Campbell.,INFORM,,
83_00002,SYSTEM,"There are 5 movies you might like. Are you interested in Dumbo, Hellboy or Pet Sematary?",OFFER,INFORM_COUNT,
83_00002,USER,I think Dumbo sounds great.,SELECT,,
83_00002,SYSTEM,Would you like to buy some tickets?,OFFER_INTENT,,
83_00002,USER,"No, not right now. First I want to know what reasonably priced restaurants are there. Please find something that serves alcohol.",NEGATE_INTENT,,
83_00002,SYSTEM,What type of cuisine do you want to search?,REQUEST,,
83_00002,USER,Find something that serves Italian food.,INFORM,,
83_00002,SYSTEM,There are 2 possible restaurants in Campbell. How about Buca Di Beppo Italian Restaurant.,OFFER,,INFORM_COUNT
83_00002,USER,What is the address? Do you know if they have live music?,REQUEST,,
83_00002,SYSTEM,The address is 1875 South Bascom Avenue. They do not have live music.,INFORM,,
83_00002,USER,I think that one is good for me.,SELECT,,
83_00002,SYSTEM,Do you want to book a table?,OFFER_INTENT,,
83_00002,USER,Not right now.,NEGATE_INTENT,,
83_00002,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
83_00002,USER,What are the showtimes of the movie? Find an imax show.,INFORM,INFORM_INTENT,
83_00002,SYSTEM,Do you want to look for showtimes on March 9th?,REQUEST,,
83_00002,USER,"Yes, on that day.",AFFIRM,,
83_00002,SYSTEM,There is 1 showtime at 3 pm in Pruneyard Dine-In Cinemas.,OFFER,,INFORM_COUNT
83_00002,USER,What type of movie is it? Do you know the address?,REQUEST,,
83_00002,SYSTEM,The address is 1875 South Bascom Avenue and it is a Fantasy movie.,INFORM,,
83_00002,USER,That sounds great. Please book a table at the restaurant.,SELECT,,
83_00002,SYSTEM,At what time do you want the reservation?,REQUEST,,
83_00002,USER,"Make it at 7 o""clock in the evening.",INFORM,,
83_00002,SYSTEM,Please confirm: Booking a table for 2 people at 7 pm on March 9th at Buca Di Beppo Italian Restaurant in Campbell.,CONFIRM,,
83_00002,USER,"That is correct, do you have their phone number?",REQUEST,AFFIRM,
83_00002,SYSTEM,The reservation has been done. Their phone number is 408-377-7722.,INFORM,NOTIFY_SUCCESS,
83_00002,USER,"Thanks a lot, I will also need to get a cab there. Find a regular ride, please.",THANK_YOU,,
83_00002,SYSTEM,Please confirm: Getting a regular ride cab for 2 people to go to 1875 South Bascom Avenue.,CONFIRM,,
83_00002,USER,That is correct.,AFFIRM,,
83_00002,SYSTEM,The ride is on its way.,NOTIFY_SUCCESS,,
83_00002,USER,Thanks a lot.,THANK_YOU,,
83_00002,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
83_00002,USER,"No, that would be all.",NEGATE,THANK_YOU,
83_00002,SYSTEM,Have a great day.,GOODBYE,,
83_00003,USER,Can you help me find a movie to watch at Rheem theatre in Moraga? Any good Thriller movies out right now?,INFORM,,
83_00003,SYSTEM,No problem. I've found 1 movie you may like. What do you think of Hotel Mumbai? I hear it's really good.,OFFER,INFORM_COUNT,
83_00003,USER,"Yeah, I've heard great things about Hotel Mumbai. Can you also find a restaurant out that way? I'd like to grab something to eat after the movie.",SELECT,,
83_00003,SYSTEM,Sure thing. What kind of food do you like?,REQUEST,,
83_00003,USER,I could really go for some good Pasta. Anything nice out that way?,INFORM,,
83_00003,SYSTEM,I hear that La Finestra Ristorante is very popular in Moraga. What do you think?,OFFER,,
83_00003,USER,I think I've heard of it. What's the address?,REQUEST,,
83_00003,SYSTEM,They are located at 1419 Moraga Way.,INFORM,,
83_00003,USER,"Okay, I know that place. Sounds good to me.",SELECT,,
83_00003,SYSTEM,Would you like to make a reservation?,OFFER_INTENT,,
83_00003,USER,"Not right now, maybe later.",NEGATE_INTENT,,
83_00003,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
83_00003,USER,"Yeah what time was that movie playing again? I'm just looking for a regular show, nothing fancy.",INFORM,INFORM_INTENT,
83_00003,SYSTEM,There is a showing on March 3rd you could go to.,REQUEST,,
83_00003,USER,"Okay, that sounds good.",AFFIRM,,
83_00003,SYSTEM,There is one show playing at 7:30 pm at the Rheem Theatre.,OFFER,,
83_00003,USER,"Okay, that sounds good. You know what, I'm ready to make a reservation at that restaurant now. Can you book a table for 2 people at five pm?",SELECT,,
83_00003,SYSTEM,"No problem, just confirm a few details for me: Booking a table for 2 at La Finestra Ristorante in Moraga. The reservation is for 5 pm on March 3rd. Correct?",CONFIRM,,
83_00003,USER,"Yea, that works for me. Can you tell me if they have any live music?",REQUEST,AFFIRM,
83_00003,SYSTEM,Your reservation has been completed. I'm sorry to say but they do not have live music. Anything else?,INFORM,NOTIFY_SUCCESS,
83_00003,USER,"Yeah, do they serve alcohol. Also, I'm not looking to spend too much. Can you tell me the price range I'm looking at?",REQUEST,,
83_00003,SYSTEM,I would say they have a pretty moderate price range with fantastic food. And yes they do serve alcohol.,INFORM,,
83_00003,USER,Thank you so much. Can you also help me find a cab headed that way? I want a nice Luxury ride.,THANK_YOU,,
83_00003,SYSTEM,"No problem, please confirm the following for me: You want a 2 seat Luxury ride to 1419 Moraga Way. Correct?",CONFIRM,,
83_00003,USER,"Awesome, that's exactly right. How much will the ride cost me? And how long till it gets here?",REQUEST,,AFFIRM
83_00003,SYSTEM,Your cab ride is booked and on the way and should be there in 9 minutes or so. The total cost will be $30.41.,INFORM,,NOTIFY_SUCCESS
83_00003,USER,"Cool, thanks a lot for the help.",THANK_YOU,,
83_00003,SYSTEM,Anything else I can help you with?,REQ_MORE,,
