dialogue_id,speaker,turn,act_1,act_2,act_3
102_00000,USER,I want to find something to visit in here. Are there any good Theme Park?,INFORM,INFORM_INTENT,
102_00000,SYSTEM,Where do you want to look for?,REQUEST,,
102_00000,USER,"Look in Toronto, Ontario.",INFORM,,
102_00000,SYSTEM,"There is a Theme park you might like, the Centreville Amusement Park.",OFFER,,
102_00000,USER,That sounds good.,SELECT,,
102_00000,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
102_00000,USER,"Yes, please check if I'm free on the 7th of March.",INFORM,INFORM_INTENT,
102_00000,SYSTEM,On March 7th you have a free time slot between 2:45 pm and 9 pm.,OFFER,,
102_00000,USER,"That is great, can you get me a cab to get there?",SELECT,,
102_00000,SYSTEM,For how many people do you want the cab? Do you a preferred type of ride?,REQUEST,,
102_00000,USER,Please find a pool ride for 1 person.,INFORM,,
102_00000,SYSTEM,Please confirm: Getting a pool ride cab for 1 person to go to Centreville Amusement Park.a,CONFIRM,,
102_00000,USER,"You know what, I will go with some friends. Find a regular ride for 3 people.",INFORM,,NEGATE
102_00000,SYSTEM,Please confirm: Getting a Regular ride cab for 3 person to go to Centreville Amusement Park.a,CONFIRM,,
102_00000,USER,That is correct. How long until it gets here? And how much it will it be?,REQUEST,,AFFIRM
102_00000,SYSTEM,The cab is on its way. It will arrive within 7 minutes and it has a cost of $31.12.,INFORM,,NOTIFY_SUCCESS
102_00000,USER,Thanks a lot.,THANK_YOU,,
102_00000,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
102_00000,USER,"No, that would be all.",NEGATE,THANK_YOU,
102_00000,SYSTEM,Have a great day.,GOODBYE,,
102_00001,USER,I'm looking for some attractions to visit.,INFORM_INTENT,,
102_00001,SYSTEM,What city do you want to search in?,REQUEST,,
102_00001,USER,I'm looking for attractions in Chi-town.,INFORM,,
102_00001,SYSTEM,How about the Tourist Attraction 360 Chicago?,OFFER,,
102_00001,USER,"Okay, that sounds good. What time am I free on that day?",INFORM_INTENT,,
102_00001,SYSTEM,What date do you want to know?,REQUEST,,
102_00001,USER,The 9th of this month.,INFORM,,
102_00001,SYSTEM,You are free from 9:15 pm to 11 pm on March 9th.,OFFER,,
102_00001,USER,"Okay, thank you.",SELECT,,
102_00001,SYSTEM,Do you want to add the event to your calendar?,OFFER_INTENT,,
102_00001,USER,"No, skip that.",NEGATE_INTENT,,
102_00001,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
102_00001,USER,I'm looking for a luxury cab ride for 3 people to get there.,INFORM,,INFORM_INTENT
102_00001,SYSTEM,"Okay, I have a luxury cab ride for 3 people going to 360 Chicago, right?",CONFIRM,,
102_00001,USER,"Yes, that is correct.",AFFIRM,,
102_00001,SYSTEM,I have booked the cab and it is on the way.,NOTIFY_SUCCESS,,
102_00001,USER,"Thank you, that is all I needed.",THANK_YOU,GOODBYE,
102_00001,SYSTEM,Have a great day.,GOODBYE,,
102_00002,USER,I am visiting Paris. Can you find a child-friend attraction in there?,INFORM,,INFORM_INTENT
102_00002,SYSTEM,"You can visit American Church in Paris, it is a place of worship.",OFFER,,
102_00002,USER,Does it have an entrance fee?,REQUEST,,
102_00002,SYSTEM,"Yes, it does have an entrance fee.",INFORM,,
102_00002,USER,How can I contact them?,REQUEST,,
102_00002,SYSTEM,Their phone number is 1 40 62 05 00.,INFORM,,
102_00002,USER,Sounds great. Do you know mu schedule for that day?,INFORM_INTENT,,
102_00002,SYSTEM,When would you like to check your schedule?,REQUEST,,
102_00002,USER,On the 12th please.,INFORM,,
102_00002,SYSTEM,For March 12th you have a free time slot between 9 am and 11:30 am.,OFFER,,
102_00002,USER,Sounds great. Could you also get me a cab to get there?,SELECT,,
102_00002,SYSTEM,For how many people?,REQUEST,,
102_00002,USER,I am going with a friend so search for 2 people.,INFORM,,
102_00002,SYSTEM,"Is there a ride you prefer? It can be a Luxury, Pool or anything else you want.",REQUEST,,
102_00002,USER,Look for a Luxury ride.,INFORM,,
102_00002,SYSTEM,Please confirm: Getting a Luxury ride for 2 people to go to American Church in Paris.,CONFIRM,,
102_00002,USER,"Yes, that is correct.",AFFIRM,,
102_00002,SYSTEM,The cab is on its way.,NOTIFY_SUCCESS,,
102_00002,USER,"Thanks a lot, that would be all for now.",THANK_YOU,GOODBYE,
102_00002,SYSTEM,Have a great day.,GOODBYE,,
102_00003,USER,I need some fun in my life. Find attractions that I can visit.,INFORM_INTENT,,
102_00003,SYSTEM,What place should I scan for the attractions?,REQUEST,,
102_00003,USER,I need an attraction in ATL.,INFORM,,
102_00003,SYSTEM,Would you like to check out this Park called Atlanta Botanical Garden?,OFFER,,
102_00003,USER,Is that place kid-friendly?,REQUEST,,
102_00003,SYSTEM,"Yeah, you can take your children to this great place.",INFORM,,
102_00003,USER,Nice. Can you find any other attractions?,REQUEST_ALTS,,
102_00003,SYSTEM,How would you like the Atlanta History Center which is a Museum.,OFFER,,
102_00003,USER,Is this a child-friendly place and do they charge an entrance fee in this attraction?,REQUEST,,
102_00003,SYSTEM,Entry to the venue is not free and it is quite cool to take your kids to this place.,INFORM,,
102_00003,USER,All right. Can you find a free slot on 13th of March?,INFORM,INFORM_INTENT,
102_00003,SYSTEM,You have a free slot that starts at 8 am and ends at 1 pm on March 13th.,OFFER,,
102_00003,USER,That is great. I do want a cab to get there. Look for a Pool ride and I am only one person.,SELECT,,
102_00003,SYSTEM,So you want a 1 seat Pool ride to Atlanta History Center.,CONFIRM,,
102_00003,USER,Yeah that will be fine.,AFFIRM,,
