dialogue_id,speaker,turn,act_1,act_2,act_3
110_00000,USER,Please find me a dentist.,INFORM_INTENT,,
110_00000,SYSTEM,Which city?,REQUEST,,
110_00000,USER,In San Jose.,INFORM,,
110_00000,SYSTEM,I found A J Dental Lab in San Jose.,OFFER,,
110_00000,USER,Where are they located and can they do cosmetics services?,REQUEST,,
110_00000,SYSTEM,It's at 2664 Berryessa Road # 206 but they don't offer cosmetics services.,INFORM,,
110_00000,USER,"Yes, that's fine.",SELECT,,
110_00000,SYSTEM,Will I book you appointment?,OFFER_INTENT,,
110_00000,USER,Later.,NEGATE_INTENT,,
110_00000,SYSTEM,DO you still need any other help?,REQ_MORE,,
110_00000,USER,What is my availability on that day?,INFORM_INTENT,,
110_00000,SYSTEM,Which date?,REQUEST,,
110_00000,USER,On Monday next week.,INFORM,,
110_00000,SYSTEM,It's on March 4th and you are available starting 2:30 pm until 8:30 pm.,OFFER,,
110_00000,USER,"Good, can you book me appointment to the dentist at 3:15 pm?",SELECT,,
110_00000,SYSTEM,"Okay, you want to book an appointment with A J Dental Lab on March 4th at 3:15 pm. Please confirm.",CONFIRM,,
110_00000,USER,"No, maybe half past 3 in the afternoon?",INFORM,NEGATE,
110_00000,SYSTEM,"Okay, you want an appointment on March 4th at 3:30 pm. Please confirm.",CONFIRM,,
110_00000,USER,"Yes, what's their phone number?",REQUEST,AFFIRM,
110_00000,SYSTEM,I fail to book your appointment. Do you still need any other help?,NOTIFY_FAILURE,REQ_MORE,
110_00000,USER,"No, thanks.",NEGATE,THANK_YOU,
110_00000,SYSTEM,You are welcome.,GOODBYE,,
110_00001,USER,I need to go to a dentist.,INFORM_INTENT,,
110_00001,SYSTEM,What city do you want?,REQUEST,,
110_00001,USER,I want a dentist in Pleasant Hill.,INFORM,,
110_00001,SYSTEM,Search revealed 2 results. Cho Benjamin is in Pleasant Hill.,OFFER,,INFORM_COUNT
110_00001,USER,That works for me. Tell me open times I have on March 9th.,INFORM,INFORM_INTENT,
110_00001,SYSTEM,You are free from 1:30 pm to 7 pm on March 9th.,OFFER,,
110_00001,USER,That works. Can you make an dentist appointment that day for me?,SELECT,,
110_00001,SYSTEM,What time do you want?,REQUEST,,
110_00001,USER,Try to find something open at three pm.,INFORM,,
110_00001,SYSTEM,You want a dentist appointment with Cho Benjamin at 3 pm on March 9th. Is that right?,CONFIRM,,
110_00001,USER,That is right.,AFFIRM,,
110_00001,SYSTEM,Your appointment has been made.,NOTIFY_SUCCESS,,
110_00001,USER,Thanks a lot.,THANK_YOU,,
110_00001,SYSTEM,Do you need something more?,REQ_MORE,,
110_00001,USER,"No, that is all. Thanks.",NEGATE,THANK_YOU,
