dialogue_id,speaker,turn,act_1,act_2,act_3
125_00000,USER,Tell me what events I have scheduled in my calendar for the 13th of this month.,INFORM,INFORM_INTENT,
125_00000,SYSTEM,You have a Doctor appointment at 12 pm.,OFFER,,
125_00000,USER,Do I have any events for March 10th?,INFORM,REQUEST_ALTS,
125_00000,SYSTEM,You have scheduled a Ophthalmologist appointment with Dr. Edward J. Saub at 11 am.,OFFER,,
125_00000,USER,That is fine.,SELECT,,
125_00000,SYSTEM,Do you need something more?,REQ_MORE,,
125_00000,USER,I need a ride to get there.,INFORM_INTENT,,
125_00000,SYSTEM,Is 344 East Hamilton Avenue your destination address?,REQUEST,,
125_00000,USER,That is right and I would like a Regular ride.,INFORM,AFFIRM,
125_00000,SYSTEM,How many people are going?,REQUEST,,
125_00000,USER,There are 2 people going.,INFORM,,
125_00000,SYSTEM,You want a Regular ride for 2 people to get to 344 East Hamilton Avenue. Is that right?,CONFIRM,,
125_00000,USER,That is correct.,AFFIRM,,
125_00000,SYSTEM,Your ride is confirmed and is on the way now.,NOTIFY_SUCCESS,,
125_00000,USER,When is the ride expected to be here and what is the bill?,REQUEST,,
125_00000,SYSTEM,It will arrive in 6 minutes and it costs $32.84.,INFORM,,
125_00000,USER,Thanks a bunch. That is everything.,THANK_YOU,GOODBYE,
125_00000,SYSTEM,Have a good day.,GOODBYE,,
125_00001,USER,I need to check events on my calendar.,INFORM_INTENT,,
125_00001,SYSTEM,No problem. Which date on the schedule would you like to check?,REQUEST,,
125_00001,USER,Check events on the 10th of this month for me.,INFORM,,
125_00001,SYSTEM,Alright. You have a Chemical Brothers concert scheduled for 7 pm.,OFFER,,
125_00001,USER,"Okay, thanks. Do I have anything scheduled for March 3rd?",INFORM,REQUEST_ALTS,
125_00001,SYSTEM,You have a Billy Idol concert scheduled that date for 5 pm.,OFFER,,
125_00001,USER,Sounds good. Can you call a cab for me? I need a Regular ride with 4 seats. The address is 2901 East Hastings Street.,SELECT,,
