dialogue_id,speaker,turn,act_1,act_2,act_3
67_00000,USER,"I'm looking for tickets for an event in Oakland, can you assist me?",INFORM,INFORM_INTENT,
67_00000,SYSTEM,How many tickets will you need? Also is there a specific event and date that you want?,REQUEST,,
67_00000,USER,I just need 1 tickets. It's for the Raiders Vs Bengals game on the 12th. I heard good things about it.,INFORM,,
67_00000,SYSTEM,"I'll get you 1 ticket for Raiders Vs Bengals in Oakland on March 12th, is that correct?",CONFIRM,,
67_00000,USER,"Yeah, that is correct.",AFFIRM,,
67_00000,SYSTEM,"I've booked the ticket, have fun at the game!",NOTIFY_SUCCESS,,
67_00000,USER,"Thanks for the help. I also want to looking a restaurant around there, something that is afforadable.",THANK_YOU,,
67_00000,SYSTEM,"Is there a type of food you prefer like Italian, Mexican or anything else?",REQUEST,,
67_00000,USER,Szcheuan is my favorite.,INFORM,,
67_00000,SYSTEM,"There's Fortune Restaurant in Oakland, you might like that.",OFFER,,
67_00000,USER,What else is do you suggest?,REQUEST_ALTS,,
67_00000,SYSTEM,You might like Happy Garden in Oakland?,OFFER,,
67_00000,USER,Is there live music at that restaurant?,REQUEST,,
67_00000,SYSTEM,"I'm sorry, they don't do live music.",INFORM,,
67_00000,USER,"Okay, i'm interested in it.",SELECT,,
67_00000,SYSTEM,Do you want to book a table?,OFFER_INTENT,,
67_00000,USER,"No, I don't need to book a table. That's all for now.",NEGATE_INTENT,GOODBYE,
67_00000,SYSTEM,"Okay then, take care.",GOODBYE,,
67_00001,USER,I want to find event tickets to Billy Currington. I want to go to something in Rohnert Park.,INFORM,,INFORM_INTENT
67_00001,SYSTEM,How many tickets do you need and what date do you prefer?,REQUEST,,
67_00001,USER,I want 3 tickets for March 12th.,INFORM,,
67_00001,SYSTEM,Could you confirm that I should book 3 tickets for Billy Currington? This event will be March 12th in Rohnert Park.,CONFIRM,,
67_00001,USER,"Yes, that is good. When will the event start and where is the venue located?",REQUEST,,AFFIRM
67_00001,SYSTEM,Your reservation was made. Hve a good time! The vent starts at 5 pm and the venue will be 1100 Valley House Drive.,INFORM,,NOTIFY_SUCCESS
67_00001,USER,Thank you for helping. I need a restaurant there too.,THANK_YOU,,
67_00001,SYSTEM,"What sort of food do you want? You can say Indian, Italian or something else.",REQUEST,,
67_00001,USER,American sort of food would be good.,INFORM,,
67_00001,SYSTEM,I have located 3 restaurants. Bear Republic Brewing Co. is a good one in Rohnert Park.,OFFER,,INFORM_COUNT
67_00001,USER,That is fine for me. That is all that I need.,SELECT,GOODBYE,
67_00001,SYSTEM,Have a great day.,GOODBYE,,
67_00002,USER,I want to get tickets for something interesting.,INFORM_INTENT,,
67_00002,SYSTEM,What event in particular?,REQUEST,,
67_00002,USER,I've heard a ton of good things about Matt Corby. Find something with him.,INFORM,,
67_00002,SYSTEM,"I also need a date, ticket amount, and city.",REQUEST,,
67_00002,USER,Book three tickets for his San Fran show on the 11th.,INFORM,,
67_00002,SYSTEM,Sure thing. You want 3 tickets to see Matt Corby in San Francisco on March 11th?,CONFIRM,,
67_00002,USER,"That is what I want, yes.",AFFIRM,,
