dialogue_id,speaker,turn,act_1,act_2,act_3
74_00000,USER,"Hi, are there any interesting events I can take part in?",INFORM_INTENT,,
74_00000,SYSTEM,Do you have any preferred city which you are looking at?,REQUEST,,
74_00000,USER,Something in the SFO area will be great!,INFORM,,
74_00000,SYSTEM,Any specific event of interest to you?,REQUEST,,
74_00000,USER,I would prefer the Guided By Voices event in the Los Angeles area.,INFORM,,
74_00000,SYSTEM,Would you like to attend the Guided by Voices event at the Teragram Ballroom on March 3rd?,OFFER,,
74_00000,USER,That sounds amazing!,SELECT,,
74_00000,SYSTEM,Do you need further assistance?,REQ_MORE,,
74_00000,USER,"Yes, could you help me search for a bus travelling there?",INFORM_INTENT,,
74_00000,SYSTEM,"Sure, where will you be departing from?",REQUEST,,
74_00000,USER,I will depart from SFO.,INFORM,,
74_00000,SYSTEM,And would you like to depart on March 3rd?,REQUEST,,
74_00000,USER,"No, I will depart tomorrow instead.",INFORM,,
74_00000,SYSTEM,"There are 10 available buses, one of which is an economy bus ride departing at 7 am costing $48.",OFFER,,
74_00000,USER,Which bus station will I be departing from and arriving at?,REQUEST,,
74_00000,SYSTEM,You will be travelling from the Salesforce Transit Center to Union Station.,INFORM,,
74_00000,USER,Are there any alternatives? Would prefer flexible tickets for a group of 3.,INFORM,,REQUEST_ALTS
74_00000,SYSTEM,Would you like a flexible ticket for a bus departing at 7:40 am costing $62?,OFFER,,
74_00000,USER,Any alternatives?,REQUEST_ALTS,,
74_00000,SYSTEM,How about a flexible ticket for a bus departing at 8:40 am costing $65?,OFFER,,
74_00000,USER,Sure! Could you help me find a hotel room in the area I am travelling to?,SELECT,,
74_00000,SYSTEM,"There are 10 hotels in that area, one of which is a 2 star hotel called Ac Hotel By Marriott Beverly Hills.",OFFER,,INFORM_COUNT
74_00000,USER,That sounds great!,SELECT,,
74_00000,SYSTEM,Would you require a hotel reservation?,OFFER_INTENT,,
74_00000,USER,"No thanks, could you book one ticket for the event you mentioned just now?",INFORM,INFORM_INTENT,
74_00000,SYSTEM,"Sure, please confirm your reservation for 1 ticket for the Guided BY Voices event held in Los Angeles on March 3rd.",CONFIRM,,
74_00000,USER,That is fine with me. Do you know where and when does the event start?,REQUEST,,AFFIRM
74_00000,SYSTEM,Your reservation has been made. The event will commence at 5 pm at 1234 West 7th Street.,INFORM,,NOTIFY_SUCCESS
74_00000,USER,"I see, thanks for your help! That is all I need.",THANK_YOU,GOODBYE,
74_00000,SYSTEM,"Sure, have an enjoyable trip!",GOODBYE,,
74_00001,USER,I would like to find dates for events.,INFORM_INTENT,,
74_00001,SYSTEM,Which city and what type of event are we talking about?,REQUEST,,
74_00001,USER,The Hives in SD.,INFORM,,
74_00001,SYSTEM,The Hives are playing on March 4th at The Observatory North Park.,OFFER,,
74_00001,USER,Where is that and what time does it start?,REQUEST,,
74_00001,SYSTEM,It starts at 6:30 pm at 2891 University Avenue.,INFORM,,
74_00001,USER,I am interested in that event. Can you look for an economy bus ticket for me from Long Beach?,SELECT,,
74_00001,SYSTEM,"On what date, March 4th?",REQUEST,,
74_00001,USER,The day after tomorrow.,INFORM,,
74_00001,SYSTEM,There is an economy ticket for a bus leaving at 7 am and costing $29.,OFFER,,
74_00001,USER,What station does it depart from and arrive at?,REQUEST,,
74_00001,SYSTEM,From Downtown station arriving at Santa Fe Depot.,INFORM,,
74_00001,USER,Any other times?,REQUEST_ALTS,,
74_00001,SYSTEM,There is an economy ticket available on a bus leaving at 8:40 am costing $21.,OFFER,,
74_00001,USER,i like the sound of that.,SELECT,,
74_00001,SYSTEM,Would you like me to get tickets?,OFFER_INTENT,,
74_00001,USER,No not right now.,NEGATE_INTENT,,
74_00001,SYSTEM,What else can I do for you?,REQ_MORE,,
74_00001,USER,I would like to check out hotels.,INFORM_INTENT,,
74_00001,SYSTEM,There is a lovely 3 star called Bahia Resort Hotel.,OFFER,,
74_00001,USER,Any other three star options?,INFORM,REQUEST_ALTS,
74_00001,SYSTEM,There is a lovely 3 star called Best Western Plus Bayside Inn.,OFFER,,
74_00001,USER,Where are they?,REQUEST,,
74_00001,SYSTEM,They are at 555 West Ash Street.,INFORM,,
74_00001,USER,How much will it cost?,REQUEST,,
74_00001,SYSTEM,It is $270 per night.,INFORM,,
74_00001,USER,Yes that sounds great.,SELECT,,
74_00001,SYSTEM,Would you like me to book a room for you?,OFFER_INTENT,,
74_00001,USER,No I dont want to book anything.,NEGATE_INTENT,,
74_00001,SYSTEM,What else can I assist you with?,REQ_MORE,,
