dialogue_id,speaker,turn,act_1,act_2,act_3
106_00000,USER,Could you help me with a restaurant reservation?,INFORM_INTENT,,
106_00000,SYSTEM,In what city and at what restaurant?,REQUEST,,
106_00000,USER,The restaurant is Everest in Albany.,INFORM,,
106_00000,SYSTEM,What time would you like the reservation?,REQUEST,,
106_00000,USER,I'd like it at 11 in the morning.,INFORM,,
106_00000,SYSTEM,Confirming a table for 2 at Everest Kitchen in Albany at 11 AM on March 1st.,CONFIRM,,
106_00000,USER,Can you change that to one person on the 4th of this month?,INFORM,,NEGATE
106_00000,SYSTEM,Confirming a reservation for 1 person on March 4th.,CONFIRM,,
106_00000,USER,Sounds great. Do you know if they have live music?,REQUEST,AFFIRM,
106_00000,SYSTEM,"No, they don't. The booking is complete.",INFORM,NOTIFY_SUCCESS,
106_00000,USER,"Thank you for that. I'd like to see a movie, too. I'm interested in a drama at the Albany Twin, a regular show.",INFORM,,
106_00000,SYSTEM,Would you like to see the movie Red Joan?,OFFER,,
106_00000,USER,"Sure, Red Joan would be great.",SELECT,,
106_00000,SYSTEM,Are you interested in purchasing tickets now?,OFFER_INTENT,,
106_00000,USER,"Not right now, thank you.",NEGATE_INTENT,,
106_00000,SYSTEM,Is there anything else you need?,REQ_MORE,,
106_00000,USER,What time is the movie?,INFORM_INTENT,,
106_00000,SYSTEM,On what date?,REQUEST,,
106_00000,USER,I'm looking for next Friday.,INFORM,,
106_00000,SYSTEM,I have 1 showing at 7 PM at Landmark's Albany Twin.,OFFER,,INFORM_COUNT
106_00000,USER,Where is the theater located and what is the ticket price?,REQUEST,,
106_00000,SYSTEM,It cost $15 per ticket and the address is 1115 Solano Avenue.,INFORM,,
106_00000,USER,"That's everything I need, thank you.",SELECT,GOODBYE,
106_00000,SYSTEM,You're very welcome.,GOODBYE,,
106_00001,USER,I'd like to book a table at a restaurant in Vacaville.,INFORM,INFORM_INTENT,
106_00001,SYSTEM,What time are you looking to book for and which restaurant are you interested in?,REQUEST,,
106_00001,USER,I want to go tio Umi Sushi at a quarter to 6 in the evening.,INFORM,,
106_00001,SYSTEM,Okay so to confirm: You'd like to book a table for 2 at Umi Sushi in Vacaville at 5:45 pm on March 1st.,CONFIRM,,
106_00001,USER,I'd only like a reservation for one person.,INFORM,NEGATE,
106_00001,SYSTEM,No problem. So that's 1 person at 5:45 pm,CONFIRM,,
106_00001,USER,"Actually, thinking about it, I think I want to invite a couple of friends. Can you make a reservation for three people instead?",INFORM,NEGATE,
106_00001,SYSTEM,Sure thing. So that's 3 people at 5:45 pm.,CONFIRM,,
106_00001,USER,Yes that's correct. Where is the restaurant located and do they serve alcohol there?,REQUEST,,AFFIRM
106_00001,SYSTEM,This place doesn't serve alcohol. Their address is 501 Davis Street. Unfortunately I have not been able to make your reservation at Umi Sushi. Would you like me to try for 3 people at 6 pm on March 1st?,INFORM,,OFFER
106_00001,USER,"Yes please, go ahead and try to make the reservation.",AFFIRM,,
106_00001,SYSTEM,Your reservation has been confirmed.,NOTIFY_SUCCESS,,
106_00001,USER,I'd also like to find a movie to watch while I'm there.,INFORM_INTENT,,
106_00001,SYSTEM,"Do you like Dumbo, Hellboy or Shazam!?",OFFER,,
106_00001,USER,I think from those choices I'd like to see Shazam!,SELECT,,
106_00001,SYSTEM,Do you want to buy tickets?,OFFER_INTENT,,
106_00001,USER,Not right now thanks.,NEGATE_INTENT,,
106_00001,SYSTEM,Do you need help with anything else?,REQ_MORE,,
106_00001,USER,What time are the screenings at Brenden Vacaville? I don't mind any type.,INFORM,,INFORM_INTENT
106_00001,SYSTEM,There's a screening at 9 pm at Brenden Vacaville 16,OFFER,,
106_00001,USER,What genre of movie is it?,REQUEST,,
106_00001,SYSTEM,It's an adventure film.,INFORM,,
106_00001,USER,Ok great. THat's everything for now.,SELECT,GOODBYE,
106_00001,SYSTEM,Enjoy your day.,GOODBYE,,
106_00002,USER,I want to make a reservation at the restaurant,INFORM_INTENT,,
106_00002,SYSTEM,Are they any preferred restaurant? Also in which city and time are you looking to reserve the restaurant?,REQUEST,,
106_00002,USER,The restaurant is Wine Cellar in Los Gatos. Make reservation for evening 6:30.,INFORM,,
106_00002,SYSTEM,Please confirm the details: Booking of table at Wine Cellar Restaurant in Los Gatos for March 1st at 6:30 pm for 2 people.,CONFIRM,,
106_00002,USER,Yes. That's fine for me.,AFFIRM,,
106_00002,SYSTEM,The reservation is now successful.,NOTIFY_SUCCESS,,
106_00002,USER,I want to watch a adventure movie and an imax show.,INFORM,,INFORM_INTENT
106_00002,SYSTEM,I have found 1 movie. What do you think abou Shazam!?,OFFER,INFORM_COUNT,
106_00002,USER,Shazam would be perfect.,SELECT,,
106_00002,SYSTEM,Would you like to book the ticket now?,OFFER_INTENT,,
106_00002,USER,No. I don't want to make a purchase now. What time can I watch the movie?,INFORM_INTENT,NEGATE_INTENT,
106_00002,SYSTEM,I have found 1 showtime for the movie. The show is at 9 pm at Los Gatos Theatre.,OFFER,,INFORM_COUNT
106_00002,USER,It sounds good. That's all I needed for now.,SELECT,GOODBYE,
106_00002,SYSTEM,Have a nice day.,GOODBYE,,
106_00003,USER,I would like to make a restaurant reservation.,INFORM_INTENT,,
106_00003,SYSTEM,What city and what time?,REQUEST,,
106_00003,USER,I would like to eat in SFO at 5:30 in the evening.,INFORM,,
106_00003,SYSTEM,Is there a specific restaurant you prefer?,REQUEST,,
106_00003,USER,I like Aslam's.,INFORM,,
106_00003,SYSTEM,So you want to book at Aslam's Rasoi in San Francisco for 2? The reservation is for 5:30 pm on March 1st.,CONFIRM,,
106_00003,USER,Actually it is for one person on March 14th.,INFORM,,NEGATE
106_00003,SYSTEM,Please confirm that you want to make a reservation for 1 person on March 14th.,CONFIRM,,
106_00003,USER,"Yep, that is right. Is it a fancy price range?",REQUEST,AFFIRM,
106_00003,SYSTEM,Your reservation was a success. The price range is moderate.,INFORM,NOTIFY_SUCCESS,
106_00003,USER,Thank you so much. I'd also like ot watch a movie around there at AMC Metreon. I am into 3d adventure movies.,INFORM,,
106_00003,SYSTEM,I have 1 movie. What about Shazam!?,OFFER,INFORM_COUNT,
106_00003,USER,Shazam! sounds perfect. What time could I watch it at?,INFORM_INTENT,SELECT,
106_00003,SYSTEM,What date would you like me to check?,REQUEST,,
106_00003,USER,I want to watch it on March 5th.,INFORM,,
106_00003,SYSTEM,There is one show at 9 pm at the AMC Metreon 16.,OFFER,,
106_00003,USER,How much does the ticket cost and what is the address?,REQUEST,,
106_00003,SYSTEM,It costs $6 per person and the address is 135 4th Street Suite 3000.,INFORM,,
106_00003,USER,That sounds good.,SELECT,,
106_00003,SYSTEM,Could I assist with something else?,REQ_MORE,,
106_00003,USER,"No, that is all.",NEGATE,THANK_YOU,
106_00003,SYSTEM,Have a good one.,GOODBYE,,
106_00004,USER,"I'm meeting a client for lunch and I need to make a restaurant reservation for 1 o""clock in the afternoon.",INFORM,INFORM_INTENT,
106_00004,SYSTEM,Is there a certain restaurant or city I should search in?,REQUEST,,
106_00004,USER,I'd like to book the Limon Rotisserie in Walnut Creek.,INFORM,,
106_00004,SYSTEM,Let's confirm the details: You are making a reservation for 2 people at Limon Rotisserie Walnut Creek located in Walnut Creek on March 1st at 1 pm.,CONFIRM,,
106_00004,USER,"Yes, that's great. What's their address?",REQUEST,AFFIRM,
106_00004,SYSTEM,Your table is reserved. Their address is 1524 Locust Street.,INFORM,NOTIFY_SUCCESS,
106_00004,USER,I'd also like to catch a movie while I'm there. I'd like it to be a horror movie in 3d. Is there anything at Century Walnut Creek?,INFORM,,
106_00004,SYSTEM,The Curse of La Llorona is showing there.,OFFER,,
106_00004,USER,Curse of La Llorona would be find. What time is it playing?,INFORM_INTENT,SELECT,
106_00004,SYSTEM,There's one show at 10 pm at Century Walnut Creek 14 & XD.,OFFER,,
106_00004,USER,"Okay, sounds good. That's all I need for now.",SELECT,GOODBYE,
106_00004,SYSTEM,Have a great day!,GOODBYE,,
106_00005,USER,I want to eat out at a restaurant in Berkeley.,INFORM,INFORM_INTENT,
106_00005,SYSTEM,At which restaurant and for what time?,REQUEST,,
106_00005,USER,I want to eat at Ippuku for 11:45 am,INFORM,,
106_00005,SYSTEM,You would like a table for 2 at Ippuku in Berkeley for 11:45 am on March 1st?,CONFIRM,,
106_00005,USER,That would be fine.,AFFIRM,,
106_00005,SYSTEM,I was not able to make the reservation. Would you like a reservation at Ippuku for 2 on March 1st at 12 pm?,OFFER,,
106_00005,USER,That would be great.,AFFIRM,,
106_00005,SYSTEM,I have made the reservation.,NOTIFY_SUCCESS,,
106_00005,USER,What is the budget I should work with?,REQUEST,,
106_00005,SYSTEM,The restaurant is expensive.,INFORM,,
106_00005,USER,Do they serve Tacos and where are they located?,REQUEST,,
106_00005,SYSTEM,They serve Izakaya and they are located at 2130 center street.,INFORM,,
106_00005,USER,I want to see a 3d movie at the california theatre.,INFORM,,INFORM_INTENT
106_00005,SYSTEM,There is 1 movie available. Would you like to see Hotel Mumbai?,OFFER,INFORM_COUNT,
106_00005,USER,Hotel Mumbai would be great. What time can I see it on Wednesday next week.,INFORM,INFORM_INTENT,SELECT
106_00005,SYSTEM,There is a show at 7 pm at Landmark's california theatre.,OFFER,,
106_00005,USER,That would be great.,SELECT,,
106_00005,SYSTEM,You would like to get tickets?,OFFER_INTENT,,
106_00005,USER,"No, not right now.",NEGATE_INTENT,,
106_00005,SYSTEM,Is there anything else I can assist you with?,REQ_MORE,,
106_00005,USER,"No, thanks for your assistance.",NEGATE,THANK_YOU,
106_00005,SYSTEM,Enjoy your day.,GOODBYE,,
106_00006,USER,Can you make me a reservation at the restaurant A16?,INFORM,INFORM_INTENT,
106_00006,SYSTEM,"Sure, what city is it in?",REQUEST,,
106_00006,USER,It's in San Fran.,INFORM,,
106_00006,SYSTEM,What time do you want me to make it for?,REQUEST,,
106_00006,USER,Try for a quarter to 6 in the evening.,INFORM,,
106_00006,SYSTEM,Can you confirm you'd like a table for 2 at A16 in San Francisco on March 1st at 5:45 pm?,CONFIRM,,
106_00006,USER,"Yup, do you know is they have live music and can I get their phone number?",REQUEST,,AFFIRM
106_00006,SYSTEM,They're at 415-771-2216 and no live music. I apologize but I couldn't make a reservation at A16 for 2 at that time. Should I try March 1st at 6 pm instead?,INFORM,,OFFER
106_00006,USER,"Yes, that's fine.",AFFIRM,,
106_00006,SYSTEM,Your booking was confirmed.,NOTIFY_SUCCESS,,
106_00006,USER,"Thanks, I also want to see a movie near there. Any Biographical movies playing at the Roxie Theater?",INFORM,,INFORM_INTENT
106_00006,SYSTEM,There's JT LeRoy.,OFFER,,
106_00006,USER,JT LeRoy is great. What time can I see a regular showing?,INFORM,INFORM_INTENT,SELECT
106_00006,SYSTEM,What date should I look for?,REQUEST,,
106_00006,USER,Do the 9th of March.,INFORM,,
106_00006,SYSTEM,I found 1 showtime at 7 pm at the Roxie Theater.,OFFER,,INFORM_COUNT
106_00006,USER,"Great, thanks, that's all for now.",SELECT,GOODBYE,
106_00006,SYSTEM,"No problem, have a good day.",GOODBYE,,
106_00007,USER,I would like to reserve for a restaurant on March 8th for two.,INFORM,,INFORM_INTENT
106_00007,SYSTEM,What type of restaurant do you prefer? What time and city?,REQUEST,,
106_00007,USER,I would the restaurant called Layang Layang in Milpitas at 19:00.,INFORM,,
106_00007,SYSTEM,Please confirm 2 people for Layang Layang Malaysian Cuisine in Milpitas for 7 pm on March 8th.,CONFIRM,,
106_00007,USER,"Yes, that is fine. What is their phone number?",REQUEST,AFFIRM,
106_00007,SYSTEM,The reservation has ben successfully made and the number is 408-263-6788.,INFORM,NOTIFY_SUCCESS,
106_00007,USER,Thanks so much. I'd like to watch a movie around there.,INFORM_INTENT,,
106_00007,SYSTEM,"How about the movie Hellboy, Little, or The Curse of La Llorona?",OFFER,,
106_00007,USER,Hellboy sounds good.,SELECT,,
106_00007,SYSTEM,Do you wish to buy tickets?,OFFER_INTENT,,
106_00007,USER,No I don't want to purchase it now.,NEGATE_INTENT,,
106_00007,SYSTEM,Is there anything else to help with?,REQ_MORE,,
106_00007,USER,What time am I able to watch it?,INFORM_INTENT,,
106_00007,SYSTEM,What date are you going to watch it?,REQUEST,,
106_00007,USER,I would like to watch on the 2nd of March.,INFORM,,
106_00007,SYSTEM,There is a show at 3:30 pm in the Century 20 Great Mall & XD.,OFFER,,
106_00007,USER,Tell me the address of the theater.,REQUEST,,
106_00007,SYSTEM,The address for the theater is 1010 Great Mall Drive.,INFORM,,
106_00007,USER,What type of ticket is it and how much is it?,REQUEST,,
106_00007,SYSTEM,The price is $25 and it is a Fantasy.,INFORM,,
106_00007,USER,That sounds good.,SELECT,,
106_00007,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
106_00007,USER,No thanks for your help.,NEGATE,THANK_YOU,
106_00007,SYSTEM,Have a wonderful day.,GOODBYE,,
106_00008,USER,I need a dining reservation.,INFORM_INTENT,,
106_00008,SYSTEM,Where and what time?,REQUEST,,
106_00008,USER,San Jose at 18:00.,INFORM,,
106_00008,SYSTEM,Which restaurant?,REQUEST,,
106_00008,USER,Mcdonald's.,INFORM,,
106_00008,SYSTEM,With your permission I will book a reservation for 2 at 6 pm at Mcdonald's in San Jose for March 1st.,CONFIRM,,
