dialogue_id,speaker,turn,act_1,act_2,act_3
59_00000,USER,Help me look for round trip flights on Delta Airlines. I'm traveling from Philly.,INFORM,,INFORM_INTENT
59_00000,SYSTEM,When will you be leaving and when are you returning?,REQUEST,,
59_00000,USER,I'm leaving on the 9th of March. I'm returning on the 11th of March.,INFORM,,
59_00000,SYSTEM,Where will you be going?,REQUEST,,
59_00000,USER,I'm going to New York City. I want an Economy seat. And I'm actually returning on the 13th.,INFORM,,
59_00000,SYSTEM,There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,OFFER,,
59_00000,USER,And what airport is the arrival at?,REQUEST,,
59_00000,SYSTEM,The flight arrives at JFK International Airport.,INFORM,,
59_00000,USER,"Okay, that works for me. Can you get me tickets, I'll need four.",INFORM,INFORM_INTENT,SELECT
59_00000,SYSTEM,"Please make sure this is correct, I'll purchase you 4 Economy tickets from Philadelphia to New York on Delta Airlines. The outbound flight leaves on March 9th at 4:40 pm and the return flights leaves on March 13th at 7:40 pm.",CONFIRM,,
59_00000,USER,"Yes, please purchase the tickets. What time is the return flight's arrival?",REQUEST,AFFIRM,
59_00000,SYSTEM,I've purchased the tickets. The return flight's arrival is 8:31 pm.,INFORM,NOTIFY_SUCCESS,
59_00000,USER,"Okay, now I need some help finding something to do that I'd like over there.",INFORM_INTENT,,
59_00000,SYSTEM,Is there anything specific you like?,REQUEST,,
59_00000,USER,I prefer Music events.,INFORM,,
59_00000,SYSTEM,There are 10 events you might enjoy. There's Amber Run Brooklyn which is popular. It's at Warsaw on March 14th at 6 pm.,OFFER,,
59_00000,USER,"That's good. But I'd prefer something Classical, and on the 11th of March.",INFORM,,REQUEST_ALTS
59_00000,SYSTEM,There are 2 events you might enjoy. There's Joe Hisaishi which is popular. It's at Stern Auditorium / Perelman Stage on March 11th at 8 pm.,OFFER,,
59_00000,USER,I'd definitely like that.,SELECT,,
59_00000,SYSTEM,Would you like to purchase tickets for it?,OFFER_INTENT,,
59_00000,USER,"No, I don't need tickets. That's all for now.",NEGATE_INTENT,GOODBYE,
59_00000,SYSTEM,Have a wonderful day.,GOODBYE,,
59_00001,USER,Can you manage to get me some plane tickets.,INFORM_INTENT,,
59_00001,SYSTEM,When will you depart?,REQUEST,,
59_00001,USER,I'm not leaving until March 3rd.,INFORM,,
59_00001,SYSTEM,"Do you know when you'll return? Where are you going, where are you coming from?",REQUEST,,
59_00001,USER,"I'm going from Chicago to Seattle, WA and I want to return on March 10th.",INFORM,,
59_00001,SYSTEM,You have some choice. There are 4 options. How about American Airlines that departs 7:50 am. You'll board to return at 4 pm. It costs $252.,OFFER,,
59_00001,USER,When will I get to Seattle? Can I get a refund on this?,REQUEST,,
59_00001,SYSTEM,No refunds on this flight. You'll land in Seattle at about 1:27 pm.,INFORM,,
59_00001,USER,I think I'll snap that one up.,SELECT,,
59_00001,SYSTEM,May I get the tickets now?,OFFER_INTENT,,
59_00001,USER,"Sure, get me 2 together. I need economy please.",AFFIRM_INTENT,INFORM,
59_00001,SYSTEM,What about this: 2 Economy tickets for American Airlines that departs 7:50 am. from Chicago on March 3rd going to Seattle and returning March 10th at 4 pm.,CONFIRM,,
59_00001,USER,"Fine, How many stops though? What airport do I leave from?",REQUEST,,AFFIRM
59_00001,SYSTEM,You will have 1 stop and You'll leave from O'Hare International Airport.,INFORM,,NOTIFY_SUCCESS
59_00001,USER,Fine how about some sports or baseball tickets? I want to see a game next Monday.,THANK_YOU,,
59_00001,SYSTEM,"Well, you can check out mariners Vs Rangers at T-mobile Park on March 4th at 8 pm if you want?",OFFER,,
59_00001,USER,"Cool beans, thanks.",SELECT,,
59_00001,SYSTEM,Will you need anything else?,REQ_MORE,,
59_00001,USER,"Nope, I'm all good thanks.",NEGATE,THANK_YOU,
59_00001,SYSTEM,enjoy the game.,GOODBYE,,
59_00002,USER,Can you help me book a round trip flight?,INFORM_INTENT,,
59_00002,SYSTEM,"Sure, what is your origin and destination city and when are you coming back?",REQUEST,,
59_00002,USER,I'm going from San Diego to SF and am returning on the 7th of March.,INFORM,,
59_00002,SYSTEM,And when are you departing?,REQUEST,,
59_00002,USER,The 3rd of this month.,INFORM,,
59_00002,SYSTEM,"For $108, you can get an Alaska Airlines flight leaving at 5:10 pm with a return flight departure time of 6:10 am.",OFFER,,
59_00002,USER,Where and when does it arrive?,REQUEST,,
59_00002,SYSTEM,At SFO International Airport at 6:50 pm.,INFORM,,
59_00002,USER,That one works for me.,SELECT,,
59_00002,SYSTEM,Should I get you tickets?,OFFER_INTENT,,
59_00002,USER,"Yes, please book me one.",AFFIRM_INTENT,,
59_00002,SYSTEM,First confirm that you'd like 1 economy ticket on the Alaska Airlines flight from San Diego to San Francisco departing March 3rd at 5:10 pm with a return flight departing March 7th at 6:10 am.,CONFIRM,,
59_00002,USER,"Okay, where am I leaving from again and does the flight have any layovers?",REQUEST,,AFFIRM
