dialogue_id,speaker,turn,act_1,act_2,act_3
47_00000,USER,I'm searching for a nice hotel to stay in. Can you help me out?,INFORM_INTENT,,
47_00000,SYSTEM,Sure thing. In which area would you like to stay?,REQUEST,,
47_00000,USER,"I want to find something nice around London, UK.",INFORM,,
47_00000,SYSTEM,Okay I'm sure I can find you something nice. What about 45 Park Lane? It's a nice hotel with a 4.7 rating.,OFFER,,
47_00000,USER,You got anything else?,REQUEST_ALTS,,
47_00000,SYSTEM,Sure. How about the Abc Hyde Park Hotel? It's got a solid rating of 3.2.,OFFER,,
47_00000,USER,"Okay, that place sounds perfect. How's the weather over there?",SELECT,,
47_00000,SYSTEM,The average temperature for the day is around 81 degrees Fahrenheit with a 23 percent chance of rain.,OFFER,,
47_00000,USER,"Okay, that's not bad. I'd like to go ahead and reserve a room at the hotel.",INFORM_INTENT,,
47_00000,SYSTEM,No problem. What's your expected check-out date?,REQUEST,,
47_00000,USER,I'd like to check in on the 1st of this month and I'll be staying until March 6th.,INFORM,,
47_00000,SYSTEM,Alight. Please confirm the following for me: Make a reservation for 1 room at the Abc Hyde Park Hotel in London for March 1st until March 6th. Is that correct?,CONFIRM,,
47_00000,USER,"Yes, that's it. What's it gonna cost me?",REQUEST,AFFIRM,
47_00000,SYSTEM,Your total will be $945. Your reservation has been completed. Enjoy your stay!,INFORM,NOTIFY_SUCCESS,
47_00000,USER,Thank you! I appreciate the help.,THANK_YOU,,
47_00000,SYSTEM,Can I help you with anything else?,REQ_MORE,,
47_00000,USER,No thank you. That will be all.,NEGATE,THANK_YOU,
47_00000,SYSTEM,My pleasure to serve. Have a good day.,GOODBYE,,
47_00001,USER,Can you locate some hotels for me?,INFORM_INTENT,,
47_00001,SYSTEM,What particular area do you want me to look in?,REQUEST,,
47_00001,USER,I would like to find hotels around Chi-town.,INFORM,,
47_00001,SYSTEM,What about Ac Hotel by Marriott Chicago Downtown? It has a rating of 4.3.,OFFER,,
47_00001,USER,Is there anything else you can find?,REQUEST_ALTS,,
47_00001,SYSTEM,What about Ace Hotel Chicago? The rating for it is 4.6.,OFFER,,
47_00001,USER,Is there anything else you have?,REQUEST_ALTS,,
47_00001,SYSTEM,How about Acme Hotel Company Chicago? It has a rating of 4.5,OFFER,,
47_00001,USER,What is the phone number of the hotel?,REQUEST,,
47_00001,SYSTEM,Its phone number is +1 312-894-0800.,INFORM,,
47_00001,USER,That would be perfect. What is the weather there on March 1st?,SELECT,,
47_00001,SYSTEM,The day's average temperature should be 73 degrees Fahrenheit and the chance of rain is 29 percent.,OFFER,,
47_00001,USER,What is the humidity level expected to be?,REQUEST,,
47_00001,SYSTEM,The humidity is near 29 percent.,INFORM,,
47_00001,USER,What is the level of wind going to be?,REQUEST,,
47_00001,SYSTEM,The average wind speed will be around 15 miles per hour.,INFORM,,
47_00001,USER,"Sure, okay. I would like to make a reservation for 2 rooms in the hotel that you located for me.",INFORM,INFORM_INTENT,
47_00001,SYSTEM,What is the date you are expecting to check out?,REQUEST,,
47_00001,USER,I would like to check out on 4th of this month.,INFORM,,
47_00001,SYSTEM,Would you like to check in on March 1st?,REQUEST,,
47_00001,USER,"Yes, that would be fine with me.",AFFIRM,,
47_00001,SYSTEM,"Okay, confirm the following details for me: making a reservation for 2 rooms at the Acme Hotel Company Chicago in Chicago, checking in on March 1st and checking out on March 4th.",CONFIRM,,
47_00001,USER,Yes that works well for me. What is the price of the reservation?,REQUEST,AFFIRM,
47_00001,SYSTEM,"You have made the reservation successfully and the total price is $1,296.",INFORM,NOTIFY_SUCCESS,
47_00001,USER,Thanks very much.,THANK_YOU,,
47_00001,SYSTEM,What else would you like help with?,REQ_MORE,,
47_00001,USER,"Nothing else, thank you.",NEGATE,THANK_YOU,
47_00001,SYSTEM,Have a wonderful day.,GOODBYE,,
47_00002,USER,I need a hotel.,INFORM_INTENT,,
47_00002,SYSTEM,In what are?,REQUEST,,
47_00002,USER,Look in London.,INFORM,,
47_00002,SYSTEM,Sure. How about 45 Park Lane. Its rated at 4.7.,OFFER,,
47_00002,USER,Sounds good. What the weather like on the 12th.,SELECT,,
47_00002,SYSTEM,87 degrees average with the chance at rain at 21 percent.,OFFER,,
47_00002,USER,What about for March 11th.,INFORM,REQUEST_ALTS,
47_00002,SYSTEM,71 degrees on average with a 15 percent chance of rain.,OFFER,,
47_00002,USER,Ok. Book a room first.,INFORM_INTENT,,
47_00002,SYSTEM,For March 11th?,REQUEST,,
47_00002,USER,"No, for the 6th until March 11th 2019.",INFORM,,
47_00002,SYSTEM,OK. 1 room from March 6th until March 11th at 45 Park Lane in London. Correct?,CONFIRM,,
47_00002,USER,Yes. Give me their number. Can I bring the German Shepard?,REQUEST,,AFFIRM
47_00002,SYSTEM,Sure. Bring him. You can reach them at +44 20 7493 4545. You have a room.,INFORM,,NOTIFY_SUCCESS
47_00002,USER,Excellent. Thanks.,THANK_YOU,,
47_00002,SYSTEM,Whats up next?,REQ_MORE,,
47_00002,USER,Nothing. Take a break.,NEGATE,THANK_YOU,
47_00002,SYSTEM,"Will do, thanks.",GOODBYE,,
47_00003,USER,i need to spend my time with my family . will you find me some hotels near by ? i need to book one rooms.,INFORM,INFORM_INTENT,
47_00003,SYSTEM,In which are i need to search for?,REQUEST,,
47_00003,USER,i need hotels in and around New york city.,INFORM,,
47_00003,SYSTEM,What about 1 Hotel brooklyn bridge and its rating is 4.5?,OFFER,,
47_00003,USER,what is its street address and its phone number?,REQUEST,,
47_00003,SYSTEM,"its address is 60 furman street, brooklyn and its phone number is +1 833-625-6111.",INFORM,,
47_00003,USER,ok thats good.,SELECT,,
47_00003,SYSTEM,Whether i need to reserve a room in that hotel?,OFFER_INTENT,,
47_00003,USER,yes but not now later.,NEGATE_INTENT,,
47_00003,SYSTEM,Whether i need to find any other thing?,REQ_MORE,,
47_00003,USER,How about the weather condition over there on March 13th.,INFORM,INFORM_INTENT,
47_00003,SYSTEM,the average temperature for the day should be 59 degrees fahrenheit. there is a 33 percent chance of rain.,OFFER,,
47_00003,USER,"Okay , how about weather condition on March 12th",INFORM,REQUEST_ALTS,
47_00003,SYSTEM,the average temperature for the day should be 70 degrees fahrenheit. there is a 4 percent chance of rain.,OFFER,,
47_00003,USER,"sure, okay. i need a room in the hotel which you specify .",INFORM_INTENT,,
47_00003,SYSTEM,In which date you will check-out and whether check in date is on March 12th?,REQUEST,,
47_00003,USER,I wish to check in on the 11th and check out on 14th of march,INFORM,,
47_00003,SYSTEM,please check and review the following details. Reservation of 1 room at 1 hotel brooklyn bridge and in New york and check in date is March 11th and check out date is March 14th,CONFIRM,,
47_00003,USER,ok its works for me. book it. Does they allow pets and what is its costs?,REQUEST,,AFFIRM
47_00003,SYSTEM,reservation is successfully made . They welcome pets and its costs $1116 .,INFORM,,NOTIFY_SUCCESS
47_00003,USER,ok thanks for your immense help,THANK_YOU,,
47_00003,SYSTEM,whether i need to find any other thing?,REQ_MORE,,
47_00003,USER,"No, not now, thanks once again",NEGATE,THANK_YOU,
47_00003,SYSTEM,take care have a good day,GOODBYE,,
47_00004,USER,Can you find me a hotel?,INFORM_INTENT,,
47_00004,SYSTEM,"Sure, what city?",REQUEST,,
47_00004,USER,"I'll be in London, UK.",INFORM,,
47_00004,SYSTEM,"Okay, how about 45 Park Lane? It has a rating of 4.7.",OFFER,,
47_00004,USER,Is there anything else?,REQUEST_ALTS,,
47_00004,SYSTEM,ABC Hyde Park Hotel has a rating of 3.2.,OFFER,,
47_00004,USER,Is it pet friendly?,REQUEST,,
47_00004,SYSTEM,"No, it's not.",INFORM,,
47_00004,USER,Is there anything else? I want one room.,INFORM,REQUEST_ALTS,
47_00004,SYSTEM,How about Abercorn House? It has a rating of 3.5.,OFFER,,
47_00004,USER,Is it pet-friendly? What's the address?,REQUEST,,
47_00004,SYSTEM,It is not. It's at 28-30 Bute Gardens.,INFORM,,
47_00004,USER,That sounds good.,SELECT,,
47_00004,SYSTEM,Should I reserve it for you?,OFFER_INTENT,,
47_00004,USER,"Yes, probably later. How's the weather there on March 7th?",NEGATE_INTENT,,
47_00004,SYSTEM,It will be 71 degrees with a 27 percent chance of rain.,OFFER,,
47_00004,USER,How about the humidity?,REQUEST,,
47_00004,SYSTEM,It'll be around 44 percent.,INFORM,,
47_00004,USER,"Okay, well please book the hotel.",INFORM_INTENT,,
47_00004,SYSTEM,"Okay sure, when will you check out?",REQUEST,,
47_00004,USER,On the 9th.,INFORM,,
47_00004,SYSTEM,And you'd like to check in on March 7th?,REQUEST,,
47_00004,USER,"No, I want to check in on the day after tomorrow.",INFORM,,
47_00004,SYSTEM,Okay. Please confirm that you'd like 1 room at Abercorn House in London from March 3rd to March 9th.,CONFIRM,,
47_00004,USER,"Yes, that's perfect.",AFFIRM,,
47_00004,SYSTEM,"Okay, it has been done.",NOTIFY_SUCCESS,,
47_00004,USER,How can I contact them?,REQUEST,,
47_00004,SYSTEM,You can call them on +44 20 8563 8692.,INFORM,,
47_00004,USER,Thanks so much.,THANK_YOU,,
47_00004,SYSTEM,Is there anything else?,REQ_MORE,,
47_00004,USER,"No, that's all thanks.",NEGATE,THANK_YOU,
47_00004,SYSTEM,"Okay, see you.",GOODBYE,,
47_00005,USER,Can you please check the weather for me?,INFORM_INTENT,,
47_00005,SYSTEM,In which city?,REQUEST,,
47_00005,USER,"New York City, please.",INFORM,,
47_00005,SYSTEM,There's a 37 percent chance of rain with an average temperature of 66 degrees Fahrenheit.,OFFER,,
47_00005,USER,OK. Now please find me two rooms in a three star hotel with wifi.,SELECT,,
47_00005,SYSTEM,There's the nice 3 star 1 Hotel Brooklyn Bridge Hotel.,OFFER,,
47_00005,USER,Anything else available. Look for 1 star hotels.,INFORM,REQUEST_ALTS,
47_00005,SYSTEM,There's the nice 1 star 1 Hotel Central Park.,OFFER,,
47_00005,USER,Anything else which I might like?,REQUEST_ALTS,,
47_00005,SYSTEM,There's the nice 1 star 11 Howard.,OFFER,,
47_00005,USER,Do you know their address?,REQUEST,,
47_00005,SYSTEM,They're located at 11 Howard Street.,INFORM,,
47_00005,USER,"Perfect. Let's book a room for 4 days, checking in later today.",INFORM,,INFORM_INTENT
47_00005,SYSTEM,Can you please confirm that you want me to book 2 rooms for 4 days at 11 Howard in New York from March 1st?,CONFIRM,,
47_00005,USER,"Yes, that's correct. Can you please tell me their phone number?",REQUEST,AFFIRM,
47_00005,SYSTEM,I've successfully placed your reservation. You can reach them at +1 212-235-1111.,INFORM,NOTIFY_SUCCESS,
47_00005,USER,Please tell me the room price per night.,REQUEST,,
47_00005,SYSTEM,Rooms are $288 per night.,INFORM,,
47_00005,USER,Thanks a lot.,THANK_YOU,,
47_00005,SYSTEM,Is there anything else I can do for you?,REQ_MORE,,
47_00005,USER,"No, thanks again.",NEGATE,THANK_YOU,
47_00005,SYSTEM,Have a nice day.,GOODBYE,,
47_00006,USER,I would like to check the Bodega Bay weather for March 6th.,INFORM,,INFORM_INTENT
47_00006,SYSTEM,The temperature on average is 82 degrees F with a 19 percent chance of rain.,OFFER,,
47_00006,USER,What about Long Beach?,INFORM,REQUEST_ALTS,
47_00006,SYSTEM,The average temperature is 85 F with a 20 percent chance of rain.,OFFER,,
47_00006,USER,What will the humidity and wind be like?,REQUEST,,
47_00006,SYSTEM,The humidity is about 27 % and wind 4 miles per hour.,INFORM,,
47_00006,USER,Sure I'd like to find a hotel with wifi there.,SELECT,,
47_00006,SYSTEM,There is a 2 star Best Western of Long Beach which is nice.,OFFER,,
47_00006,USER,What other hotels with three rooms are there?,INFORM,REQUEST_ALTS,
47_00006,SYSTEM,The Courtyard by Marriott Long Beach Airport is a 3 star hotel.,OFFER,,
47_00006,USER,Tell me the phone number.,REQUEST,,
47_00006,SYSTEM,The phone is +1 562-429-5803.,INFORM,,
47_00006,USER,What's the address?,REQUEST,,
47_00006,SYSTEM,The address is at 3841 North Lakewood Boulevard for $189 a night.,INFORM,,
47_00006,USER,I like that idea and want to reserve one day on March 6th for the hotel.,INFORM,,INFORM_INTENT
47_00006,SYSTEM,The name of the hotel is Courtyard By Marriott Long Beach Airport on March 6th and I'd like a reservation for 1 day in Long Beach for 3 rooms.,CONFIRM,,
47_00006,USER,"Yes, that is fine.",AFFIRM,,
47_00006,SYSTEM,The reservation is a success.,NOTIFY_SUCCESS,,
47_00006,USER,Thanks very much and that is all I need.,THANK_YOU,GOODBYE,
47_00006,SYSTEM,Have a great day.,GOODBYE,,
47_00007,USER,What is the weather in Long Beach?,INFORM,INFORM_INTENT,
47_00007,SYSTEM,The average temperature is 80 degrees Fahrenheit with a 17 percent chance of rain.,OFFER,,
47_00007,USER,Ok. Can you book 1 room with wifi at a hotel there.,SELECT,,
47_00007,SYSTEM,There are 10 options. The Best Western of Long Beach is a 2 star hotel.,OFFER,,INFORM_COUNT
47_00007,USER,Where are they located?,REQUEST,,
47_00007,SYSTEM,They are located at 1725 Long Beach Boulevard.,INFORM,,
47_00007,USER,What other hotels are there?,REQUEST_ALTS,,
47_00007,SYSTEM,The Courtyard by Marriott Long Beach Airport is a 3 star hotel.,OFFER,,
47_00007,USER,What's their direct line?,REQUEST,,
47_00007,SYSTEM,Their direct line is +1 562-429-5803.,INFORM,,
47_00007,USER,That sounds great.,SELECT,,
47_00007,SYSTEM,Should I reserve the room?,OFFER_INTENT,,
47_00007,USER,Yes. Please book.,AFFIRM_INTENT,,
47_00007,SYSTEM,Will you be checking in on March 1st and for how many days?,REQUEST,,
47_00007,USER,Yes. For 3 days.,INFORM,AFFIRM,
47_00007,SYSTEM,Please confirm you want me to book 1 room at the Courtyard by Marriott Long Beach Airport on March 1st in Long Beach for 3 days.,CONFIRM,,
47_00007,USER,Yes. That's it.,AFFIRM,,
47_00007,SYSTEM,Your reservation was a success.,NOTIFY_SUCCESS,,
47_00007,USER,Thanks so much.,THANK_YOU,,
47_00007,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
47_00007,USER,No. Thanks. That's it.,NEGATE,THANK_YOU,
47_00007,SYSTEM,Please enjoy your day.,GOODBYE,,
47_00008,USER,"Can you check the weather for me? I need to know what it will be like in Long beach, CA on the 3rd of March.",INFORM,,INFORM_INTENT
47_00008,SYSTEM,There is a 23 % chance of rain with the average temperature at 89 degrees.,OFFER,,
47_00008,USER,Thanks. Can you help me find a hotel in Long Beach?,SELECT,,
47_00008,SYSTEM,There are 10 hotels in Long Beach. How about Best Western of Long Beach? It is a 2 star rate hotel.,OFFER,,INFORM_COUNT
47_00008,USER,Sounds fine. Can you reserve me a room for one day on the 2nd?,INFORM,,INFORM_INTENT
47_00008,SYSTEM,"To confirm: You wish to book a room on March 2nd, for 1 person,just 1 day at Best Western of Long Beach located in Long Beach, CA. Is this correct?.",CONFIRM,,
47_00008,USER,Yes it is.,AFFIRM,,
47_00008,SYSTEM,Your reservation is confirmed.,NOTIFY_SUCCESS,,
47_00008,USER,Can you get me their address please?,REQUEST,,
47_00008,SYSTEM,Best Western of Long Beach is located at 1725 Long Beach Boulevard.,INFORM,,
47_00008,USER,Thanks. That is all I need today.,THANK_YOU,GOODBYE,
47_00008,SYSTEM,Have a nice day.,GOODBYE,,
47_00009,USER,What's the weather going to be like in Oakland on the 6th of March?,INFORM,,INFORM_INTENT
47_00009,SYSTEM,The forecast for that day is an average temperature of 90 degrees Fahrenheit with a 28 percent chance of rain.,OFFER,,
47_00009,USER,What's the humidity like?,REQUEST,,
47_00009,SYSTEM,Humidity is expected to be about 43 percent.,INFORM,,
47_00009,USER,How about the weather in SFO on the 4th of March?,INFORM,,REQUEST_ALTS
47_00009,SYSTEM,The forecast for that day is an average temperature of 71 degrees Fahrenheit with a 16 percent chance of rain.,OFFER,,
47_00009,USER,"Okay, thanks. I'd like to book a hotel there. I just need 1 room, and a 1 star hotel is fine, although I want it to have wifi.",SELECT,,
47_00009,SYSTEM,I found 10 hotels that match your request. How about the Amsterdam Hostel San Francisco? It's a 1 star hotel.,OFFER,,INFORM_COUNT
47_00009,USER,Where is it located? What's the cost per night?,REQUEST,,
47_00009,SYSTEM,It is located at 749 Taylor Street. The cost per night is $24.,INFORM,,
47_00009,USER,"That sounds great, I'd like to make a reservation there. I'd like to get a room for two days.",INFORM,INFORM_INTENT,SELECT
47_00009,SYSTEM,Would you like to check in on March 4th?,REQUEST,,
47_00009,USER,"Sure, that's fine.",AFFIRM,,
47_00009,SYSTEM,"Okay, so you'd like to reserve 1 room at the Amsterdam Hostel San Francisco in San Francisco for 2 nights, checking in on March 4th. Is that correct?",CONFIRM,,
47_00009,USER,"No, I'd like to book the room for three days.",INFORM,NEGATE,
47_00009,SYSTEM,"Okay, so you would like to book a room for 3 days, checking in on March 4th, is that correct?",CONFIRM,,
47_00009,USER,I want to check in today instead.,INFORM,NEGATE,
47_00009,SYSTEM,"So you want to check in to the hotel in San Francisco today, March 1st, correct?",CONFIRM,,
47_00009,USER,Yes that's fine. What is their contact info?,REQUEST,AFFIRM,
47_00009,SYSTEM,Your reservation was booked. You can reach them at +1 415-673-3277.,INFORM,NOTIFY_SUCCESS,
47_00009,USER,"Okay, thank you.",THANK_YOU,,
47_00009,SYSTEM,Is there anything else you need?,REQ_MORE,,
47_00009,USER,"No, that is all for now, thanks.",NEGATE,THANK_YOU,
47_00009,SYSTEM,"Okay, enjoy your day.",GOODBYE,,
47_00010,USER,Can you tell me how the weather will be in Seattle on March 6th?,INFORM,,INFORM_INTENT
47_00010,SYSTEM,It will be around 64 degrees with a 27 percent chance of rain.,OFFER,,
47_00010,USER,Great. Can you get me 1 hotel room there with wifi?,SELECT,,
47_00010,SYSTEM,"Sure, how about the 2 star Ace Hotel Seattle?",OFFER,,
47_00010,USER,"Sure, where is it?",REQUEST,,
47_00010,SYSTEM,It'S at 2423 1st Avenue.,INFORM,,
47_00010,USER,How can I call them?,REQUEST,,
47_00010,SYSTEM,Their phone number is +1 206-448-4721.,INFORM,,
47_00010,USER,"Actually, is there anything else?",REQUEST_ALTS,,
47_00010,SYSTEM,There's the 2 star Belltown Inn.,OFFER,,
47_00010,USER,Is there another one?,REQUEST_ALTS,,
47_00010,SYSTEM,How about the 3 star Best Western Plus Pioneer Square Hotel Downtown?,OFFER,,
47_00010,USER,"That's perfect, please reserve it.",INFORM_INTENT,SELECT,
47_00010,SYSTEM,"Sure, for how many days?",REQUEST,,
47_00010,USER,For 1 day please.,INFORM,,
47_00010,SYSTEM,Checking in on March 6th?,REQUEST,,
47_00010,USER,"No, on the 1st of this month.",INFORM,,
47_00010,SYSTEM,"Okay, please confirm that you'd like 1 room at Best Western Plus Pioneer Square Hotel Downtown in Seattle from March 1st for 1 day.",CONFIRM,,
