dialogue_id,speaker,turn,act_1,act_2,act_3
77_00000,USER,i am looking for a salon,INFORM_INTENT,,
77_00000,SYSTEM,what city,REQUEST,,
77_00000,USER,please search in fremont,INFORM,,
77_00000,SYSTEM,what about 3sixty salon and boutique in fremont,OFFER,,
77_00000,USER,yes please make appointment on 4th of this month,INFORM,INFORM_INTENT,SELECT
77_00000,SYSTEM,what time would you like to go,REQUEST,,
77_00000,USER,i want to go on the 13th at 2:15 in the afternoon,INFORM,,
77_00000,SYSTEM,please confirm your appointment with 3sixty salon and boutique on march 13th at 2:15 pm,CONFIRM,,
77_00000,USER,"no, please change it to quarter to 4 in the afternoon",INFORM,NEGATE,
77_00000,SYSTEM,please confirm your changes with 3sixty salon and boutique at 3:45 pm,CONFIRM,,
77_00000,USER,yes please. is this unisex,REQUEST,AFFIRM,
77_00000,SYSTEM,this is not a unisex salon. Sorry the your prefer time with 3sixty salon and boutique is not available. do you want me to try again on march 13th at 3:30 pm,INFORM,OFFER,
77_00000,USER,yes please,AFFIRM,,
77_00000,SYSTEM,your appointment is booked,NOTIFY_SUCCESS,,
77_00000,USER,thank you. i also i want eat at a restaurant,THANK_YOU,,
77_00000,SYSTEM,what kind of food do you like,REQUEST,,
77_00000,USER,i want some spicy noodles,INFORM,,
77_00000,SYSTEM,i found 2 spicy noodles in fremont. what about banh thai restaurant,OFFER,,INFORM_COUNT
77_00000,USER,yes please,SELECT,,
77_00000,SYSTEM,would you like to book a table,OFFER_INTENT,,
77_00000,USER,yes please,AFFIRM_INTENT,,
77_00000,SYSTEM,what time,REQUEST,,
77_00000,USER,"book it 1 o""clock in the afternoon",INFORM,,
77_00000,SYSTEM,please confirm your reservation for 2 people at banh thai restaurant in fremont on march 13th at 1 pm,CONFIRM,,
77_00000,USER,yes please. do they have live music and liquor,REQUEST,,AFFIRM
77_00000,SYSTEM,they do not have live music and liquor. Banh thai restaurant is booked on your prefer time. do you want me to try 2 people on march 13th at 12:30 pm,INFORM,,OFFER
77_00000,USER,yes please,AFFIRM,,
77_00000,SYSTEM,your table is booked,NOTIFY_SUCCESS,,
77_00000,USER,thank you,THANK_YOU,GOODBYE,
77_00000,SYSTEM,have a nice day,GOODBYE,,
