dialogue_id,speaker,turn,act_1,act_2,act_3
20_00000,USER,I want to find some movies online.,INFORM_INTENT,,
20_00000,SYSTEM,What kind of movies do you like?,REQUEST,,
20_00000,USER,I like Comic movies best. Laura Steinel has directed some good movies of that genre.,INFORM,,
20_00000,SYSTEM,"I have found 1 movie you may like. It is called Family, would you like to see that one?",OFFER,INFORM_COUNT,
20_00000,USER,Family is a good choice.,SELECT,,
20_00000,SYSTEM,anything else I can help you with?,REQ_MORE,,
20_00000,USER,I want to watch the movie now. I would like to watch it with subtitles please.,INFORM,INFORM_INTENT,
20_00000,SYSTEM,"Please confirm, you would like to play Family with subtitles.",CONFIRM,,
20_00000,USER,"Yes, please.",AFFIRM,,
20_00000,SYSTEM,The movie is starting now.,NOTIFY_SUCCESS,,
20_00000,USER,"Thank you, I do not need anything else.",THANK_YOU,GOODBYE,
20_00000,SYSTEM,Have a good day.,GOODBYE,,
20_00001,USER,I am looking to find a movie online,INFORM_INTENT,,
20_00001,SYSTEM,What type of movies do you prefer?,REQUEST,,
20_00001,USER,I really like Adventure movies,INFORM,,
20_00001,SYSTEM,"I found 4 you might like, how about Captain Marvel? Shazam!? or The Poseidon Adventure?",OFFER,INFORM_COUNT,
20_00001,USER,Any others?,REQUEST_ALTS,,
20_00001,SYSTEM,How about True Grit?,OFFER,,
20_00001,USER,True Grit sounds good,SELECT,,
20_00001,SYSTEM,Do you want me to play it for you?,OFFER_INTENT,,
20_00001,USER,Yes I do,AFFIRM_INTENT,,
20_00001,SYSTEM,"Just to confirm, you want to play True Grit without subtitles?",CONFIRM,,
20_00001,USER,That is correct,AFFIRM,,
20_00001,SYSTEM,"Great, it is now playing",NOTIFY_SUCCESS,,
20_00001,USER,Thank you for your help,THANK_YOU,GOODBYE,
20_00001,SYSTEM,"You're welcome, have a great day",GOODBYE,,
20_00002,USER,I would a love a list of good movies online.,INFORM_INTENT,,
20_00002,SYSTEM,Which sort of movies do you enjoy?,REQUEST,,
20_00002,USER,I love comic movies with my partner.,INFORM,,
20_00002,SYSTEM,"There are 10 movies with the preference you have indicated. Would you like to see A Madea Family Funeral, Auntie Mame, or Dr. Strangelove?",OFFER,INFORM_COUNT,
20_00002,USER,Is there anything else listed? I also love Drama type movies. I love the director named Likarion Wainaina.,INFORM,,REQUEST_ALTS
20_00002,SYSTEM,There is 1 movie like that that I've found. Does Supa Modo sound good?,OFFER,INFORM_COUNT,
20_00002,USER,"Yeah, I want to see Supa Modo now.",INFORM_INTENT,SELECT,
20_00002,SYSTEM,Please confirm that: I'd like to watch Supa Modo without subtitles.,CONFIRM,,
20_00002,USER,"Actually, can you put on subtitles for me?",INFORM,NEGATE,
20_00002,SYSTEM,Please confirm the following: Please play Supa Modo with subtitles.,CONFIRM,,
20_00002,USER,"Yes, that sounds good.",AFFIRM,,
20_00002,SYSTEM,The movie is starting now.,NOTIFY_SUCCESS,,
20_00002,USER,Thank you so much!,THANK_YOU,GOODBYE,
20_00002,SYSTEM,Of course. Have a wonderful day.,GOODBYE,,
20_00003,USER,I feel like watching a movie online so I need to find one.,INFORM_INTENT,,
20_00003,SYSTEM,Do you have a specific type of movie you would enjoy watching?,REQUEST,,
20_00003,USER,Usually I really like watching Fantasy movies.,INFORM,,
20_00003,SYSTEM,"I can see that there are 4 movies which you might like. Would you enjoy watching Dumbo, Hellboy or Mad Max: Fury Road?",OFFER,INFORM_COUNT,
20_00003,USER,What other options are available? I have a good time watching movies which are directed by Harry Elfont and are categorized as Funny movies.,INFORM,,REQUEST_ALTS
20_00003,SYSTEM,I have found a 1 movie which you might like. How would you consider watching Josie and the Pussycats?,OFFER,INFORM_COUNT,
20_00003,USER,Josie and the Pussycats seems as a good choice.,SELECT,,
20_00003,SYSTEM,Do you want to start playing the movie now?,OFFER_INTENT,,
20_00003,USER,"Alright, I want to start watching the movie now.",AFFIRM_INTENT,,
20_00003,SYSTEM,Can you please confirm that you want to watch Josie and the Pussycats without subtitles.,CONFIRM,,
20_00003,USER,I would actually like to watch the movie with subtitles.,INFORM,NEGATE,
20_00003,SYSTEM,Can you please confirm again that you want to watch Josie and the Pussycats with subtitles?,CONFIRM,,
20_00003,USER,"Alright, would really like to.",AFFIRM,,
20_00003,SYSTEM,The movie has started playing.,NOTIFY_SUCCESS,,
20_00003,USER,I appreciate it. That would be all.,THANK_YOU,GOODBYE,
20_00003,SYSTEM,Have a good time!,GOODBYE,,
20_00004,USER,Please find some Comic movies by online,INFORM,INFORM_INTENT,
20_00004,SYSTEM,"Do you interest to watch A Madea Family Funeral, Auntie Mame or Dr. Strangelove?",OFFER,,
