dialogue_id,speaker,turn,act_1,act_2,act_3
23_00000,USER,Can you help me book a cab?it is for two people and we would like to go to 560 Waverley Street.,INFORM,,INFORM_INTENT
23_00000,SYSTEM,Is shared ride ok for you?,REQUEST,,
23_00000,USER,I am ok with shared ride and is it for one people.,INFORM,,
23_00000,SYSTEM,please confirm thr following details: you want to book a cab for 1 people in a shared ride to 560 Waverley Street.,CONFIRM,,
23_00000,USER,Yes that's correct,AFFIRM,,
23_00000,SYSTEM,You Cab booking is confirmed and your cab is on the way.,NOTIFY_SUCCESS,,
23_00000,USER,Thanks for your timely help. At present this is what i need for now.,THANK_YOU,GOODBYE,
23_00000,SYSTEM,Wish you a great day.,GOODBYE,,
23_00001,USER,I need a cab for two people.,INFORM,INFORM_INTENT,
23_00001,SYSTEM,Is a shared ride okay? Where are you going to?,REQUEST,,
23_00001,USER,I need to get to 3136 Contra Loma Boulevard and a shared ride should be okay.,INFORM,,
23_00001,SYSTEM,Shall I book a shared cab for 2 people to 3136 Contra Loma Boulevard?,CONFIRM,,
23_00001,USER,"Yes, please go ahead.",AFFIRM,,
23_00001,SYSTEM,The cab has been booked and your ride is on its way.,NOTIFY_SUCCESS,,
23_00001,USER,Thank you very much for the assistance. That'll be all for now.,THANK_YOU,GOODBYE,
23_00001,SYSTEM,Have a great day!,GOODBYE,,
23_00002,USER,I want to go to Sons of Liberty Alehouse and I need a taxi.,INFORM,INFORM_INTENT,
23_00002,SYSTEM,Would you like a shared ride?,REQUEST,,
23_00002,USER,"Yeah, sure, that would be okay.",INFORM,,
23_00002,SYSTEM,How many passengers will be traveling?,REQUEST,,
23_00002,USER,There are 3 of us.,INFORM,,
23_00002,SYSTEM,Please confirm these details: There are 3 passengers traveling to Sons of Liberty Alehouse. A shared ride would be acceptable.,CONFIRM,,
23_00002,USER,"Yeah, that sounds good. How much is this going to be?",REQUEST,AFFIRM,
23_00002,SYSTEM,The taxi has been booked and it is headed to your location. The total cost will be $13.75.,INFORM,NOTIFY_SUCCESS,
23_00002,USER,That sounds perfect. Thanks.,THANK_YOU,,
23_00002,SYSTEM,Would you like me to help with anything else?,REQ_MORE,,
23_00002,USER,"No, that's it. I really appreciate your help.",NEGATE,THANK_YOU,
23_00002,SYSTEM,Enjoy the rest of your day.,GOODBYE,,
23_00003,USER,Can you call me at cab for one person? I need to go to 211 Quarry Road #107.,INFORM,,INFORM_INTENT
23_00003,SYSTEM,Do you want a shared ride?,REQUEST,,
23_00003,USER,That is fine.,INFORM,,
23_00003,SYSTEM,Please confirm the following: you want a shared cab ride to 211 Quarry Road #107 for 1 person.,CONFIRM,,
23_00003,USER,"That works, how much does it cost?",REQUEST,AFFIRM,
23_00003,SYSTEM,The cab has been booked and the driver is en route. The ride cost $8.20.,INFORM,NOTIFY_SUCCESS,
23_00003,USER,"Thank you, that is all I need for now.",THANK_YOU,GOODBYE,
23_00003,SYSTEM,Have a great day!,GOODBYE,,
23_00004,USER,Can you call me a cab?,INFORM_INTENT,,
23_00004,SYSTEM,Where are you going and how many people is the cab for? Do you want a shared ride?,REQUEST,,
23_00004,USER,It's for one person and I need to go to 605 Cowper Street. I'm good with a shared ride.,INFORM,,
23_00004,SYSTEM,Can you confirm the following details: 1 person wants to go to 605 Cowper Street and you want a shared ride?,CONFIRM,,
23_00004,USER,"Yeah, that works. How long is the ride, and how much does it cost?",REQUEST,,AFFIRM
23_00004,SYSTEM,Your ride is booked and the cab is on the way. The ride will be about 15 min and cost $12.26.,INFORM,,NOTIFY_SUCCESS
23_00004,USER,Thanks for the help.,THANK_YOU,,
23_00004,SYSTEM,Do you need help with anything else?,REQ_MORE,,
