dialogue_id,speaker,turn,act_1,act_2,act_3
89_00000,USER,Please help me find a bus.,INFORM_INTENT,,
89_00000,SYSTEM,"Sure, no problem. I'll need the following information: Your departure date, as well as your origin and destination cities.",REQUEST,,
89_00000,USER,I'd like to travel to San Fran from Vegas on 6th of March.,INFORM,,
89_00000,SYSTEM,I've found 6 buses that might interest you. How does the 10:50 am bus at $50 per Economy ticket sound?,OFFER,,
89_00000,USER,I like that. Please get me 2 tickets on that bus.,INFORM,INFORM_INTENT,SELECT
89_00000,SYSTEM,"Sure. Please confirm that you'd like 2 Economy tickets for the March 6th, 10:50 am bus from Las Vegas to San Francisco.",CONFIRM,,
89_00000,USER,"No, my travel partner has just cancelled. Please make that 1 ticket instead.",INFORM,NEGATE,
89_00000,SYSTEM,"Okay, no problem. Please confirm that you'd like 1 ticket for the bus leaving at 10:50 am.",CONFIRM,,
89_00000,USER,That is correct.,AFFIRM,,
89_00000,SYSTEM,I have successfully confirmed your ticket.,NOTIFY_SUCCESS,,
89_00000,USER,"Thank you very much. You've been very helpful. Since my travel partner cancelled, I'd like to take my nephew living in Vegas to visit some attractions. Any child-friendly attractions you can recommend?",THANK_YOU,,
89_00000,SYSTEM,"May I suggest Alcatraz Island, a Historical Landmark?",OFFER,,
89_00000,USER,"Okay, cool. Thanks.",SELECT,,
89_00000,SYSTEM,Would you like my help with anything else?,REQ_MORE,,
89_00000,USER,No. Thank you very much. You've been very helpful.,NEGATE,THANK_YOU,
89_00000,SYSTEM,Enjoy yourselves!,GOODBYE,,
89_00001,USER,Could you find me a bus to SD on march 11th?,INFORM,,INFORM_INTENT
89_00001,SYSTEM,Where are you leaving from?,REQUEST,,
89_00001,USER,I'm leaving from Anaheim.,INFORM,,
89_00001,SYSTEM,"I found 9 options. HOw about this; It leaves at 6 am, and it's $26 for an economy ticket.",OFFER,,
89_00001,USER,Which station is it going to?,REQUEST,,
89_00001,SYSTEM,It heads to the santa fe depot.,INFORM,,
89_00001,USER,Works for me. could you book the tickets?,INFORM_INTENT,SELECT,
89_00001,SYSTEM,How many do you need?,REQUEST,,
89_00001,USER,I need 2.,INFORM,,
89_00001,SYSTEM,Please confirm: You'd like 2 tickets leaving at 6 am on march 11th. It's an economy ticket from anaheim to san diego?,CONFIRM,,
89_00001,USER,Correct.,AFFIRM,,
89_00001,SYSTEM,your ticket is confirmed.,NOTIFY_SUCCESS,,
89_00001,USER,Could you show me a child friednly attraction without an entry fee? Preferably a museum?,INFORM,,
89_00001,SYSTEM,there's 4 options. How about the fleet science center? It's a museum.,OFFER,,INFORM_COUNT
89_00001,USER,"That's all I need for now, thank you.",SELECT,GOODBYE,
