dialogue_id,speaker,turn,act_1,act_2,act_3
13_00000,USER,A movie will help me overcome the monotonous of the day. Is there any good movie?,INFORM_INTENT,,
13_00000,SYSTEM,Where do you want to see?,REQUEST,,
13_00000,USER,It will be fine in SFO,INFORM,,
13_00000,SYSTEM,"There is Ash Is Purest White, Body Double and Captain Marvel, which one do you prefer?",OFFER,,
13_00000,USER,Look for any other movies,REQUEST_ALTS,,
13_00000,SYSTEM,"Do you like Citizen Kane, Dogman, or Dumbo?",OFFER,,
13_00000,USER,"Try some other particularly in Vallejo, imax show.",INFORM,,REQUEST_ALTS
13_00000,SYSTEM,Will Hellboy please you?,OFFER,,
13_00000,USER,"Thats great, Hellboy will do. Show time please",INFORM_INTENT,SELECT,
13_00000,SYSTEM,Which date do you prefer?,REQUEST,,
13_00000,USER,On 2nd of March.,INFORM,,
13_00000,SYSTEM,Okm then you can enjoy show at 1:30 pm in Century Vallejo 14.,OFFER,,
13_00000,USER,Do you know the genre of movie and fare of ticket.,REQUEST,,
13_00000,SYSTEM,Fantasy category and cost is $25.,INFORM,,
13_00000,USER,Is there any other show time for that.,REQUEST_ALTS,,
13_00000,SYSTEM,No other show time. any other help you need?,NOTIFY_FAILURE,REQ_MORE,
13_00000,USER,"Yeah, I have changed the date to March 1st and at Century Vallejo.",INFORM,,INFORM_INTENT
13_00000,SYSTEM,There is 1 showtime at 10:30 pm in Century Vallejo 14.,OFFER,,INFORM_COUNT
13_00000,USER,"Great, that will be fine.",SELECT,GOODBYE,
13_00000,SYSTEM,Have a great day.,GOODBYE,,
13_00001,USER,I would like to find a movie to watch.,INFORM_INTENT,,
13_00001,SYSTEM,Where are you now?,REQUEST,,
13_00001,USER,Find theaters playing 3D movies in San Jose.,INFORM,,
13_00001,SYSTEM,"What do you think about Breakthrough, How to Train Your Dragon: The Hidden World or Little?",OFFER,,
13_00001,USER,Find Drama movies on imax.,INFORM,,REQUEST_ALTS
13_00001,SYSTEM,What about Mary Magdalene or The Mustang?,OFFER,,
13_00001,USER,When is The Mustang playing?,INFORM_INTENT,SELECT,
13_00001,SYSTEM,What day do you want to watch it?,REQUEST,,
13_00001,USER,This Saturday.,INFORM,,
13_00001,SYSTEM,I found 1 showtime for this movie at 3 pm in Cinemark USA.,OFFER,,INFORM_COUNT
13_00001,USER,"Sounds good, that's all I need.",SELECT,GOODBYE,
13_00001,SYSTEM,Have a nice day.,GOODBYE,,
13_00002,USER,I am going to watch a movie at the Piedmont Theatre,INFORM,INFORM_INTENT,
13_00002,SYSTEM,What is your location?,REQUEST,,
13_00002,USER,Have you tried searching for movies in Oakland,INFORM,,
13_00002,SYSTEM,I found 1 movie. How about Red Joan,OFFER,INFORM_COUNT,
13_00002,USER,The movie Red Joan is a perfect movie,SELECT,,
13_00002,SYSTEM,Would you like to buy tickets,OFFER_INTENT,,
13_00002,USER,I will purchase a ticket later what time will be good so I can watch a imax show,INFORM,INFORM_INTENT,NEGATE_INTENT
13_00002,SYSTEM,What date do you want to watch it on?,REQUEST,,
13_00002,USER,How about the 7th of March,INFORM,,
13_00002,SYSTEM,That sounds great let watch the movie at 9:30 pm at Landmark's Piedmont Theatre,OFFER,,
13_00002,USER,Is the movie playing at some other time?,REQUEST_ALTS,,
13_00002,SYSTEM,"There are no other show times for that movie, would like to see something else?",NOTIFY_FAILURE,REQ_MORE,
13_00002,USER,"No, Thanks you for your help",NEGATE,THANK_YOU,
13_00002,SYSTEM,Have a good day,GOODBYE,,
13_00003,USER,I'd like to catch a movie.,INFORM_INTENT,,
13_00003,SYSTEM,Where are you?,REQUEST,,
13_00003,USER,What are some flicks in Oakland?,INFORM,,
13_00003,SYSTEM,"How does Breakthrough, Dr. Strangelove or Fighting with My Family sound?",OFFER,,
13_00003,USER,"Dr. Strangelove sounds good. I don't care about the theater, but what times are available?",INFORM,INFORM_INTENT,SELECT
13_00003,SYSTEM,Is there a particular day you have in mind?,REQUEST,,
13_00003,USER,I'd like to catch it on the 10th.,INFORM,,
13_00003,SYSTEM,There's a showing at 10:30 pm at The New Parkway Theater.,OFFER,,
13_00003,USER,Where's the theater at?,REQUEST,,
13_00003,SYSTEM,Their address is 474 24th Street.,INFORM,,
13_00003,USER,What genre is the flick?,REQUEST,,
13_00003,SYSTEM,It's a good-time Comedy!,INFORM,,
13_00003,USER,"Awesome, thanks. That'll be everything.",SELECT,GOODBYE,
13_00003,SYSTEM,Enjoy the rest of your day!,GOODBYE,,
13_00004,USER,Can you find me a movie to watch?,INFORM_INTENT,,
13_00004,SYSTEM,Where are you located?,REQUEST,,
13_00004,USER,Search for movies only shown in Vacaville.,INFORM,,
13_00004,SYSTEM,"3 movies are available Dumbo, Hellboy, and Shazam!?",OFFER,INFORM_COUNT,
13_00004,USER,Try some different movies?,REQUEST_ALTS,,
13_00004,SYSTEM,No more movies matching your requirements can be found is that all?,NOTIFY_FAILURE,REQ_MORE,
13_00004,USER,Try to find movies shown in Albany.,INFORM,INFORM_INTENT,
13_00004,SYSTEM,I found Red Joan?,OFFER,,
13_00004,USER,"Red Joan is good, what time is playing?",INFORM_INTENT,SELECT,
13_00004,SYSTEM,Tell me the date you would like to see the movie?,REQUEST,,
13_00004,USER,On the 5th at Albany Twin will be good.,INFORM,,
13_00004,SYSTEM,1 showtime at 7 pm at Landmark's Albany Twin?,OFFER,,INFORM_COUNT
13_00004,USER,Tell the genre of movie it is?,REQUEST,,
13_00004,SYSTEM,Drama is what is listed.,INFORM,,
13_00004,USER,Good.,SELECT,,
13_00004,SYSTEM,Tickets are available should I purchase them?,OFFER_INTENT,,
13_00004,USER,Not at the present time.,NEGATE_INTENT,,
13_00004,SYSTEM,Anything else I can do for you?,REQ_MORE,,
13_00004,USER,Thank you that will be all.,NEGATE,THANK_YOU,
13_00004,SYSTEM,Good day then.,GOODBYE,,
13_00005,USER,"I'd like to see a movie, can you find me one?",INFORM_INTENT,,
13_00005,SYSTEM,"Sure, where should I search?",REQUEST,,
13_00005,USER,Please find a movie in San Francisco.,INFORM,,
13_00005,SYSTEM,"Okay, I have three suggestions. How about: Ash Is Purest White, Body Double, or Captain Marvel?",OFFER,,
13_00005,USER,Ash Is Purest White would be great.,SELECT,,
13_00005,SYSTEM,"Fantastic, should I purchase tickets for you?",OFFER_INTENT,,
13_00005,USER,"No thanks, I don't need them right now. What time is it on?",INFORM_INTENT,NEGATE_INTENT,
13_00005,SYSTEM,What date should I check for?,REQUEST,,
13_00005,USER,Please check the showtimes for this Saturday.,INFORM,,
13_00005,SYSTEM,There's one showing at 4:30 pm at the Vogue Theatre.,OFFER,,
13_00005,USER,Is it on at any other times? I'd actually like to go to the Embarcadero Center Cinema.,INFORM,REQUEST_ALTS,
13_00005,SYSTEM,"I found 1 showtime at Landmark's Embarcadero Center Cinema, it'll be showing at 9 pm.",OFFER,,INFORM_COUNT
13_00005,USER,What's the address? And how much does it cost?,REQUEST,,
13_00005,SYSTEM,"It's $14 per person, you can find it at 1 Embarcadero Center.",INFORM,,
13_00005,USER,"That's great, that'll be all for today.",SELECT,GOODBYE,
13_00005,SYSTEM,"Okay, have a good one.",GOODBYE,,
13_00006,USER,Can you find me a movie to watch?,INFORM_INTENT,,
13_00006,SYSTEM,Where should I be searching for?,REQUEST,,
13_00006,USER,I need the movies being shown in Brentwood.,INFORM,,
13_00006,SYSTEM,"There are 10 movies currently on. How about captain marvel, dumbo or breakthrough?",OFFER,INFORM_COUNT,
13_00006,USER,"No, something else. An imax show is what I am looking for.",INFORM,REQUEST_ALTS,
13_00006,SYSTEM,I have found 1 movie. Would you like to watch Shazam!?,OFFER,INFORM_COUNT,
13_00006,USER,Shazam! sounds like the perfect movie.,SELECT,,
13_00006,SYSTEM,Should I purchase its tickets?,OFFER_INTENT,,
13_00006,USER,"No, don't buy them now.",NEGATE_INTENT,,
13_00006,SYSTEM,Is there anything else I can help with?,REQ_MORE,,
13_00006,USER,Tell me the show timings. What time can I watch it?,INFORM_INTENT,,
13_00006,SYSTEM,Which date should I search for?,REQUEST,,
13_00006,USER,I am planning to watch it on March 2nd.,INFORM,,
13_00006,SYSTEM,There are 2 shows on that date. One is at 4 pm in CineLux Delta Cinema Saver.,OFFER,,INFORM_COUNT
13_00006,USER,That sounds good.,SELECT,,
13_00006,SYSTEM,Do you need my help with anything else?,REQ_MORE,,
13_00006,USER,"No, that would be all. Thanks so much.",NEGATE,THANK_YOU,
13_00006,SYSTEM,Have a fantastic day.,GOODBYE,,
13_00007,USER,Find me a theater to go see a movie,INFORM_INTENT,,
13_00007,SYSTEM,At which location?,REQUEST,,
13_00007,USER,Search for movies at Menlo Park.,INFORM,,
13_00007,SYSTEM,"Okay, how about Red Joan?",OFFER,,
13_00007,USER,"Red Joan sounds good, what time is it at?",INFORM_INTENT,SELECT,
13_00007,SYSTEM,When would you like to watch it?,REQUEST,,
13_00007,USER,I would like to see it March 9th.,INFORM,,
13_00007,SYSTEM,There is a 7 pm showing at Landmark's Guild Theatre,OFFER,,
13_00007,USER,Is it available at another time? How about on March 4th?,INFORM,REQUEST_ALTS,
13_00007,SYSTEM,There is 1 showtime for Red Joan at 9:30 pm at Landmark's Guild Theatre.,OFFER,,INFORM_COUNT
13_00007,USER,"Thanks, that is all.",SELECT,GOODBYE,
13_00007,SYSTEM,See you later.,GOODBYE,,
13_00008,USER,Can you help me find a movie to watch?,INFORM_INTENT,,
13_00008,SYSTEM,"Sure, what's your location?",REQUEST,,
13_00008,USER,Find movies in SF.,INFORM,,
13_00008,SYSTEM,"Okay how about Ash is Purest White, Captain Marvel, or Body Double?",OFFER,,
13_00008,USER,What other movies are there?,REQUEST_ALTS,,
13_00008,SYSTEM,"There is also Citizen Kane, Dogman, or Dumbo.",OFFER,,
13_00008,USER,Citizen Kane sounds good.,SELECT,,
13_00008,SYSTEM,Do you want me to purchase tickets?,OFFER_INTENT,,
13_00008,USER,"No, what time is it playing?",INFORM_INTENT,NEGATE_INTENT,
13_00008,SYSTEM,What day would you like to see it?,REQUEST,,
13_00008,USER,"I want a 3D showing, on March 2nd, at the Vogue Theatre.",INFORM,,
13_00008,SYSTEM,There is a 7:30 pm. showing at the Vogue Theatre.,OFFER,,
13_00008,USER,That sounds good.,SELECT,,
13_00008,SYSTEM,Is there anything else I can do for you?,REQ_MORE,,
13_00008,USER,"No that's all, thank you for your help.",NEGATE,THANK_YOU,
13_00008,SYSTEM,"Sure, have a good day.",GOODBYE,,
13_00009,USER,I wish to see a move at AMC NewPark.,INFORM,INFORM_INTENT,
13_00009,SYSTEM,Where are you?,REQUEST,,
13_00009,USER,Kindly find a movie in Newark.,INFORM,,
13_00009,SYSTEM,"What do you think about Breakthrough, Captain Marvel or Dumbo?",OFFER,,
13_00009,USER,Could you please search for some other movies? I wish to see a Fantasy movie at imax show.,INFORM,,REQUEST_ALTS
13_00009,SYSTEM,I searched and found 1 movie. What do you think about Hellboy?,OFFER,INFORM_COUNT,
13_00009,USER,Hellboy is a good movie.,SELECT,,
13_00009,SYSTEM,Do you need any other help?,REQ_MORE,,
13_00009,USER,Which time would you like to see the movie?,INFORM_INTENT,,
13_00009,SYSTEM,In which date you prefer to watch?,REQUEST,,
13_00009,USER,I wish to see it on the 1st.,INFORM,,
