dialogue_id,speaker,turn,act_1,act_2,act_3
5_00000,USER,"Okay, I'm looking for a list of dates for special events in San Francisco. Would you help pull up a list for me, please?",INFORM,INFORM_INTENT,
5_00000,SYSTEM,"Sure, I'll be happy to assist you. Do you prefer information on a particular even?",REQUEST,,
5_00000,USER,"Well, I'm thinking the Giants Vs Dodgers game. I've heard it's really entertaining.",INFORM,,
5_00000,SYSTEM,All right. The Giants Vs Dodgers game takes place on 5 days at Oracle Park. The event is coming up next Monday.,OFFER,,
5_00000,USER,Are there other dates listed for the events?,REQUEST_ALTS,,
5_00000,SYSTEM,I show the event taking place next Friday. It is the Giants Vs Dodgers game at Oracle Park.,OFFER,,
5_00000,USER,"Okay, that would be fine. Would you arrange for me to purchase 3 tickets for that event, please?",INFORM,INFORM_INTENT,SELECT
5_00000,SYSTEM,"Yes, I am reserving 3 tickets for you to attend the Giants Vs Dodgers game next Friday. The event will take place in San Francisco. Please confirm",CONFIRM,,
5_00000,USER,"Wonderful. Yes, please confirm. That is exactly what I want. Now, what is the address of the venue? And, at what time will the game start?",REQUEST,,AFFIRM
5_00000,SYSTEM,"You now have a reservation for the event. The address of the venue is 24 Willie Mays Plaza, and the event will begin at 5 pm.",INFORM,,NOTIFY_SUCCESS
5_00000,USER,Fine and dandy. I really appreciate your assistance.,THANK_YOU,,
5_00000,SYSTEM,Would you like any other assistance?,REQ_MORE,,
5_00000,USER,"Nope, you've been great. Thanks so much.",NEGATE,THANK_YOU,
5_00000,SYSTEM,My pleasure. Assistance completed at this time.,GOODBYE,,
5_00001,USER,I'm interested in finding dates for events.,INFORM_INTENT,,
5_00001,SYSTEM,Do you have a city you prefer? What events are you interested in?,REQUEST,,
5_00001,USER,I am looking for events in Anaheim and I head that Brown Sabbath is really good.,INFORM,,
5_00001,SYSTEM,The Brown Sabbath event will happen today at Crossroads at House of Blues Anaheim.,OFFER,,
5_00001,USER,What events are there on other dates?,REQUEST_ALTS,,
5_00001,SYSTEM,There's Brown Sabbath tomorrow at Crossroads at House of Blues Anaheim.,OFFER,,
5_00001,USER,That sounds good.,SELECT,,
5_00001,SYSTEM,Do you want to buy tickets for this event?,OFFER_INTENT,,
5_00001,USER,"Yes, I would like to buy tickets.",AFFIRM_INTENT,,
5_00001,SYSTEM,How many tickets do you want?,REQUEST,,
5_00001,USER,I want 2 tickets.,INFORM,,
5_00001,SYSTEM,Just to confirm the event is tomorrow and the is Brown Sabbath with 2 tickets in Anaheim.,CONFIRM,,
5_00001,USER,I just want one ticket.,INFORM,NEGATE,
5_00001,SYSTEM,"Just to confirm, you just one 1 ticket for Brown Sabbath.",CONFIRM,,
5_00001,USER,"Yes, that works for me.",AFFIRM,,
5_00001,SYSTEM,Reservations have been made.,NOTIFY_SUCCESS,,
5_00001,USER,That's all I need and thanks a lot for the help.,THANK_YOU,GOODBYE,
5_00001,SYSTEM,Have a great day.,GOODBYE,,
5_00002,USER,I would like to find local event dates.,INFORM_INTENT,,
5_00002,SYSTEM,Do you have a preferred city and event?,REQUEST,,
5_00002,USER,"Yes, Chi-town and I heard The Buttertones is good.",INFORM,,
5_00002,SYSTEM,"In 5 days, next Wednesday is The Buttertones at Chop Shop.",OFFER,,
5_00002,USER,Are there other dates?,REQUEST_ALTS,,
5_00002,SYSTEM,Next Thursday is available for The Buttertones at the Chop Shop.,OFFER,,
5_00002,USER,What a bout in New York City for Buddy Guy who is good?,INFORM,,REQUEST_ALTS
5_00002,SYSTEM,The Buddy Guy even at Sony Hall is today.,OFFER,,
5_00002,USER,When does it start?,REQUEST,,
5_00002,SYSTEM,It starts at 5 pm.,INFORM,,
5_00002,USER,Where is the address?,REQUEST,,
5_00002,SYSTEM,The address is 235 West 46th Street.,INFORM,,
5_00002,USER,This is a good one for me.,SELECT,,
5_00002,SYSTEM,Would you like tickets?,OFFER_INTENT,,
5_00002,USER,I want two tickets to this.,AFFIRM_INTENT,INFORM,
5_00002,SYSTEM,Please confirm for today 2 tickets for Buddy Guy in New York.,CONFIRM,,
5_00002,USER,Thank you that is good.,AFFIRM,,
5_00002,SYSTEM,Your tickets are confirmed.,NOTIFY_SUCCESS,,
5_00002,USER,Thanks that is all today.,THANK_YOU,GOODBYE,
5_00002,SYSTEM,Have a great day today.,GOODBYE,,
5_00003,USER,"Hi, I am trying to find some dates for events in the city.",INFORM_INTENT,,
5_00003,SYSTEM,Is there a particular city you would like me to research the event for?,REQUEST,,
5_00003,USER,I am looking for events in ATL...I heard that Yellow Jackets Vs Bulls is supposed to be really exciting.,INFORM,,
5_00003,SYSTEM,The Yellow Jackets Vs Bulls will be playing at the Bobby Dodd Stadium at Historic Grant Field. The time will be the day after tomorrow.,OFFER,,
5_00003,USER,What time does the game start?,REQUEST,,
5_00003,SYSTEM,The game is scheduled at 5:30 pm.,INFORM,,
5_00003,USER,Could you let me know the venue address?,REQUEST,,
5_00003,SYSTEM,The venue address is 177 North Avenue Northwest.,INFORM,,
5_00003,USER,"Awesome, sounds great!",SELECT,,
5_00003,SYSTEM,Would you like to buy tickets to the game?,OFFER_INTENT,,
5_00003,USER,"Yes, I need four tickets to the game please.",AFFIRM_INTENT,INFORM,
5_00003,SYSTEM,Just to confirm: You need 4 tickets to the Yellow Jackets Vs Bulls game taking place in Atlanta the day after tomorrow.,CONFIRM,,
5_00003,USER,"Yes, I can confirm that.",AFFIRM,,
5_00003,SYSTEM,"Congratulations, you have successfully made the reservation.",NOTIFY_SUCCESS,,
5_00003,USER,Thanks so much!,THANK_YOU,,
5_00003,SYSTEM,Do you need any more assistance?,REQ_MORE,,
5_00003,USER,"No, thanks for your help with this.",NEGATE,THANK_YOU,
5_00003,SYSTEM,"Have a great day, thanks for your business.",GOODBYE,,
5_00004,USER,I want to find some dates for an event I want to go to.,INFORM_INTENT,,
5_00004,SYSTEM,Which event is it? Which city do you prefer to view it in?,REQUEST,,
5_00004,USER,I want to watch Washington Vs Ny Liberty in Washington D.C. When does it start?,INFORM,,
5_00004,SYSTEM,Starts next Wednesday and Washington Vs Ny Liberty is hosted at the Entertainment & Sports Arena.,OFFER,,
5_00004,USER,"Sounds great! I want to buy those tickets, help me book two.",INFORM,INFORM_INTENT,SELECT
5_00004,SYSTEM,"Certainly, I will help you book 2 tickets foo the Washington Vs Ny Liberty game next Wednesday at Washington D.C.",CONFIRM,,
5_00004,USER,I want to change that to 3 tickets.,INFORM,NEGATE,
5_00004,SYSTEM,"Certainly, 3 tickets for the even in Washington D.C.",CONFIRM,,
5_00004,USER,What is the address of the venue?,REQUEST,AFFIRM,
5_00004,SYSTEM,The reservation has been made and the venue is located at 1100 Oak Drive SE.,INFORM,NOTIFY_SUCCESS,
5_00004,USER,Thank you for your help!,THANK_YOU,,
5_00004,SYSTEM,Is there anything else you need?,REQ_MORE,,
5_00004,USER,"No thank you, have a great day!",NEGATE,THANK_YOU,
5_00004,SYSTEM,Have a great day yourself!,GOODBYE,,
5_00005,USER,I'm looking for some popular events to go to. I hear that the Raiders Vs Jaguars is popular.,INFORM,INFORM_INTENT,
5_00005,SYSTEM,Should I look in a specific city?,REQUEST,,
5_00005,USER,I also heard that the Giants Vs Marlins is good. I am looking for events in SFO.,INFORM,,
5_00005,SYSTEM,I found events that match that on 6 days. One is today. The event is Giants Vs Marlins and is at Oracle Park.,OFFER,,
5_00005,USER,That sounds good. I would like to buy three tickets to that event.,INFORM,INFORM_INTENT,SELECT
