dialogue_id,speaker,turn,act_1,act_2,act_3
14_00000,USER,Can you help me find an adventure movie showing in concord?,INFORM,,INFORM_INTENT
14_00000,SYSTEM,"Of course, what about Captain Marvel or Shazam!?",OFFER,,
14_00000,USER,Shazam! sounds great!,SELECT,,
14_00000,SYSTEM,Would you like to purchase tickets?,OFFER_INTENT,,
14_00000,USER,"No, not at the moment.",NEGATE_INTENT,,
14_00000,SYSTEM,"okay, anything else I can help you with?",REQ_MORE,,
14_00000,USER,"Yeah, what time can I go see the movie?",INFORM_INTENT,,
14_00000,SYSTEM,What day would you like to go and see it?,REQUEST,,
14_00000,USER,I'd like to go watch it next wednesday.,INFORM,,
14_00000,SYSTEM,There is 1 showtime at 9 pm at the Veranda LUXE Cinema & IMAX.,OFFER,,INFORM_COUNT
14_00000,USER,"Awesome, thats all I need to know.",SELECT,GOODBYE,
14_00000,SYSTEM,You're welcome,GOODBYE,,
14_00001,USER,I'm looking for a 3d movie in Brentwood.,INFORM,,INFORM_INTENT
14_00001,SYSTEM,"There are 7 movies available. Are any of these of interest: Captain Marvel, Dumbo, or Hellboy?",OFFER,INFORM_COUNT,
14_00001,USER,"No. Also, you can look at any theatre.",INFORM,REQUEST_ALTS,
14_00001,SYSTEM,"Ok, here are 4 more movies. How does Long Shot, Missing Link, or Pet Sematary sound?",OFFER,INFORM_COUNT,
14_00001,USER,"No, what other movies are there?",REQUEST_ALTS,,
14_00001,SYSTEM,There's The Curse of La Llorona.,OFFER,,
14_00001,USER,"Perfect, I'll go with The Curse of La Llorona.",SELECT,,
14_00001,SYSTEM,Shall I book tickets?,OFFER_INTENT,,
14_00001,USER,"no, please don't purchase it now.",NEGATE_INTENT,,
14_00001,SYSTEM,Is there anything else I can help with?,REQ_MORE,,
14_00001,USER,What time is it available to watch?,INFORM_INTENT,,
14_00001,SYSTEM,When would you like to watch it?,REQUEST,,
14_00001,USER,On the 7th.,INFORM,,
14_00001,SYSTEM,How about 10 pm at the AMC Brentwood 14.,OFFER,,
14_00001,USER,Perfect.,SELECT,,
14_00001,SYSTEM,Is there anything you'd like?,REQ_MORE,,
14_00001,USER,"Nope, I'm all set.",NEGATE,THANK_YOU,
14_00001,SYSTEM,Have a wonderful day.,GOODBYE,,
14_00002,USER,I'm really bored. Can you find me a movie to watch in Union City?,INFORM,INFORM_INTENT,
14_00002,SYSTEM,"How about the movies After, Breakthrough, or Captain Marvel?",OFFER,,
14_00002,USER,Nah I've already seen those. Find me something else.,REQUEST_ALTS,,
14_00002,SYSTEM,"How about the movies Dumbo, Hellboy, or Hotel Mumbai?",OFFER,,
14_00002,USER,Hotel Mumbai! Yes! Will there be a showing at Century Union Landing?,INFORM,INFORM_INTENT,SELECT
14_00002,SYSTEM,On which date would you like me to find showings?,REQUEST,,
14_00002,USER,On March 1st.,INFORM,,
